subplot,plot,year,dens_m2,cv_hgt,mean_hgt,sp_richness,shannon_sp,evenness_sp,effective_numbers,dens_ha,CWM_shade,CWM_drought,clear_intensity,grndwrk_intensity,logging_trail_intensity,planting_intensity,anti_browsing_intensity,spruce_share,IV,IVmax_species,year_f,cv_hgt_pos,cv_hgt_present,active_regeneration,region,country,country_name,IV_coniferous,IV_deciduous,x,y,plot_id,disturbance_year,disturbance_severity,elevation,slope,aspect,dist_to_edge
101_T1_JC_20250717,15_119,2025,0.25,0,0.3,1,0,0,1,2500,2.59,2.985,1,1,0,1,0.4,0,1,qusp,2025,1e-04,0,0.7,15,13,Czech Republic,0,1,4772781.52329023,2923970.49814758,15_119,2019,0.999999046325684,560.830444335938,2.54444374517081e-14,90,228
102_T1_JC_20250717,15_119,2025,0.75,0.769800358919501,0.9,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,3.61333333333333,1.68666666666667,1,1,0,1,0.4,0.5,0.518518518518519,piab,2025,0.769800358919501,1,0.7,15,13,Czech Republic,0.518518518518519,0.481481481481481,4772781.72213421,2923950.80684534,15_119,2019,0.999999463558197,560.830444335938,1.72748871549162,3.37138796235133e-12,242
103_T1_JC_20250717,15_119,2025,0.5,0,0.9,1,0,0,1,5000,4.45,1.75,1,1,0,1,0.4,1,1,piab,2025,1e-04,0,0.7,15,13,Czech Republic,1,0,4772761.78228446,2923970.80046358,15_119,2019,0.99999874830246,560.830444335938,6.06077279064907,270,256
104_T1_JC_20250717,15_119,2025,0.25,0,0.5,1,0,0,1,2500,1.94,1.56,1,1,0,1,0.4,0,1,besp,2025,1e-04,0,0.7,15,13,Czech Republic,0,1,4772781.82279347,2923990.85719549,15_119,2019,0.999999046325684,560.830444335938,2.54444374517081e-14,90,228
105_T1_JC_20250717,15_119,2025,0.25,0,0.3,1,0,0,1,2500,4.45,1.75,1,1,0,1,0.4,1,1,piab,2025,1e-04,0,0.7,15,13,Czech Republic,1,0,4772801.78180214,2923970.85196898,15_119,2019,0.999996364116669,560.830444335938,4.07302481096003,270,201
106_T1_JC_20250717,15_139,2025,0,0,0,0,0,0,1e-04,0,,,1,0.4,0.4,0.6,0.4,,,"",2025,1e-04,0,0.5,15,13,Czech Republic,0,0,4773381.94449614,2923830.77116444,15_139,2018,0.619711518287659,556.85791015625,4.19037977273067,0,30
107_T1_JC_20250717,15_139,2025,0,0,0,0,0,0,1e-04,0,,,1,0.4,0.4,0.6,0.4,,,"",2025,1e-04,0,0.5,15,13,Czech Republic,0,0,4773381.74216883,2923851.00662161,15_139,2018,0.957425653934479,556.85791015625,2.54444374517081e-14,270,42
108_T1_JC_20250717,15_139,2025,0.75,0,5,1,0,0,1,7500,4.45,1.75,1,0.4,0.4,0.6,0.4,1,1,piab,2025,1e-04,0,0.5,15,13,Czech Republic,1,0,4773361.70179561,2923850.84914268,15_139,2018,0.506754219532013,556.85791015625,1.44327972164057,90,30
109_T1_JC_20250717,15_139,2025,0.75,0,1.2,1,0,0,1,7500,4.56,2.4,1,0.4,0.4,0.6,0.4,0,1,fasy,2025,1e-04,0,0.5,15,13,Czech Republic,0,1,4773401.59987006,2923850.77350366,15_139,2018,0.996920466423035,556.85791015625,9.29546046959503,90,30
110_T1_JC_20250717,15_139,2025,0.25,0,1.7,1,0,0,1,2500,2.73,2.11,1,0.4,0.4,0.6,0.4,0,1,soau,2025,1e-04,0,0.5,15,13,Czech Republic,0,1,4773381.85217428,2923870.77804389,15_139,2018,0.957425653934479,556.85791015625,2.54444374517081e-14,270,42
111_T1_JC_20250717,15_141,2025,0.75,0,1.7,1,0,0,1,7500,1.67,4.34,1,1,0,0.8,0.6,0,1,pisy,2025,1e-04,0,0.7,15,13,Czech Republic,1,0,4781561.71367234,2917890.72798935,15_141,2019,0.999999284744263,418.349243164063,0,90,120
112_T1_JC_20250717,15_141,2025,0.75,0.48852715085276,3.9,1,0.636514168294813,0,1.88988157484231,7500,1.67,4.34,1,1,0,0.8,0.6,0,1,pisy,2025,0.48852715085276,1,0.7,15,13,Czech Republic,1,0,4781561.4253602,2917910.95525043,15_141,2019,0.999994158744812,418.349243164063,3.47123838197332,180,120
113_T1_JC_20250717,15_141,2025,0.25,0,3,1,0,0,1,2500,2.3,1.89,1,1,0,0.8,0.6,0,1,alin,2025,1e-04,0,0.7,15,13,Czech Republic,0,1,4781541.98974356,2917910.73382962,15_141,2019,0.999872624874115,418.349243164063,4.57509720627276,131.281174987109,134
114_T1_JC_20250717,15_141,2025,0,0,0,0,0,0,1e-04,0,,,1,1,0,0.8,0.6,,,"",2025,1e-04,0,0.7,15,13,Czech Republic,0,0,4781582.09663275,2917910.69982438,15_141,2019,0.999994158744812,418.349243164063,3.47123838197332,180,120
115_T1_JC_20250717,15_141,2025,0.25,0,3,1,0,0,1,2500,1.67,4.34,1,1,0,0.8,0.6,0,1,pisy,2025,1e-04,0,0.7,15,13,Czech Republic,1,0,4781561.87062703,2917930.77115394,15_141,2019,0.999994158744812,418.349243164063,3.47123838197332,180,120
116_T1_JC_20250717,15_120,2025,0.5,0,0.9,1,0,0,1,5000,2.59,2.985,1,1,0,1,1,0,1,qusp,2025,1e-04,0,1,15,13,Czech Republic,0,1,4782461.91380692,2917690.86995579,15_120,2018,0.999997496604919,421.680145263672,1.27222187258541e-14,270,42
117_T1_JC_20250717,15_120,2025,1,0,0.7,1,0,0,1,10000,2.59,2.985,1,1,0,1,1,0,1,qusp,2025,1e-04,0,1,15,13,Czech Republic,0,1,4782461.81923806,2917670.7049063,15_120,2018,0.999997496604919,421.680145263672,1.27222187258541e-14,270,42
118_T1_JC_20250717,15_120,2025,1,0,0.9,1,0,0,1,10000,2.59,2.985,1,1,0,1,1,0,1,qusp,2025,1e-04,0,1,15,13,Czech Republic,0,1,4782441.93509788,2917690.72686405,15_120,2018,0.999999940395355,421.680145263672,7.65522246007161,90,60
119_T1_JC_20250717,15_120,2025,0.5,0,0.7,1,0,0,1,5000,2.59,2.985,1,1,0,1,1,0,1,qusp,2025,1e-04,0,1,15,13,Czech Republic,0,1,4782481.77333118,2917690.97754307,15_120,2018,0.999997496604919,421.680145263672,1.27222187258541e-14,270,42
11_11_101_4,11_101,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0.8,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402922.33125266,3176356.44404036,11_101,2019,0.977781057357788,380.860504150391,6.45527458190918,180,42
11_11_101_1,11_101,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0.8,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402922.31960493,3176335.85729605,11_101,2020,0.951046407222748,374.071807861328,6.45527458190918,180,60
11_11_101_2,11_101,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0.8,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402940.40782983,3176336.33650962,11_101,2020,0.995516121387482,374.071807861328,6.65588092803955,186.854064941406,60
11_11_101_3,11_101,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0.8,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402922.62957242,3176316.75949043,11_101,2020,0.951046407222748,374.071807861328,6.45527458190918,180,60
11_11_101_5,11_101,2023,0.25,0,1.2,1,0,0,1,2500,2.59,2.985,0.8,0.8,0.2,0,0,0,1,qusp,2023,1e-04,0,0,11,11,Germany,0,1,4402901.25041946,3176334.40243189,11_101,2020,0.951046407222748,374.071807861328,6.45527458190918,180,60
11_11_102_1,11_102,2023,7.25,0.255932147324988,1.44137931034483,5,1.14452475726911,0.711133215159658,3.14094828923994,72500,2.44206896551724,2.67103448275862,0.8,0,0,0.6,0,0,0.638797228180168,potr,2023,0.255932147324988,1,0.3,11,11,Germany,0.0691717538360007,0.930828246163999,4402960.93811144,3176555.51812718,11_102,2019,0.999926328659058,381.85595703125,4.92295455932617,270,42
11_11_102_2,11_102,2023,2.25,0.288224304836645,1.98888888888889,2,0.848685557726417,1.22439444540599,2.33657354148564,22500,4.03555555555556,2.63111111111111,0.8,0,0,0.6,0,0,0.896958410924891,cabe,2023,0.288224304836645,1,0.3,11,11,Germany,0,1,4402962.40351814,3176536.25362192,11_102,2019,0.974963784217834,381.85595703125,4.29281044006348,278.947662353516,42
11_11_102_3,11_102,2023,1,0.526315789473684,0.95,2,0.562335144618808,0.811278124459133,1.75476535060332,10000,2.175,2.3925,0.8,0,0,0.6,0,0,0.651315789473684,saca,2023,0.526315789473684,1,0.3,11,11,Germany,0,1,4402941.69239479,3176555.39095336,11_102,2019,0.998475253582001,376.687927246094,4.92295455932617,270,30
11_11_102_4,11_102,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0,0.6,0,,,absp,2023,1e-04,0,0.3,11,11,Germany,0,0,4402981.69682207,3176554.74263839,11_102,2019,0.999926328659058,381.85595703125,4.92295455932617,270,42
11_11_102_5,11_102,2023,2.5,0.33313509761355,0.58,5,1.35923670066501,0.844541246458715,3.89322047476173,25000,2.116,2.4495,0.8,0,0,0.6,0,0,0.46551724137931,saca,2023,0.33313509761355,1,0.3,11,11,Germany,0.0931034482758621,0.906896551724138,4402960.95558729,3176575.73404756,11_102,2019,0.999926328659058,381.85595703125,4.92295455932617,270,42
11_11_103_1,11_103,2023,0.75,0.757772228311384,1.6,1,0.636514168294813,0,1.88988157484231,7500,3.97,2.66,0.6,0,0,0,0,0,1,cabe,2023,0.757772228311384,1,0,11,11,Germany,0,1,4403162.01723841,3176175.80449833,11_103,2019,0.748954772949219,378.328369140625,5.4841194152832,270,30
11_11_103_2,11_103,2023,4.25,0.623600742399519,0.552941176470588,7,1.78902216229094,0.91937552366406,5.9835986164289,42500,3.47235294117647,2.35882352941177,0.6,0,0,0,0,0.142857142857143,0.280037546933667,cabe,2023,0.623600742399519,1,0,11,11,Germany,0.367959949937422,0.632040050062578,4403161.58209011,3176195.45665703,11_103,2019,0.786715030670166,378.328369140625,4.56816864013672,257.713043212891,30
11_11_103_3,11_103,2023,0.75,0.351822820287428,2.13333333333333,1,0.636514168294813,0,1.88988157484231,7500,2.16,2.24,0.6,0,0,0,0,0,1,saca,2023,0.351822820287428,1,0,11,11,Germany,0,1,4403181.60407376,3176176.308971,11_103,2019,0.966512501239777,378.328369140625,2.54444377487161e-14,270,30
11_11_103_4,11_103,2023,6,0.293207469434377,0.7875,4,0.835894813217688,0.602970650866983,2.3068773493586,60000,2.5475,2.809375,0.6,0,0,0,0,0,0.668981481481482,potr,2023,0.293207469434377,1,0,11,11,Germany,0,1,4403142.29404442,3176176.59613363,11_103,2019,0.748954772949219,378.328369140625,5.4841194152832,270,30
11_11_103_5,11_103,2023,0,0,0,0,0,0,1e-04,0,,,0.6,0,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4403162.34922434,3176155.40880197,11_103,2019,0.627137422561646,378.328369140625,5.18690919876099,271.785308837891,30
11_11_104_2,11_104,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4403440.88872529,3176236.54943475,11_104,2019,0.999191641807556,379.630706787109,2.44268345832825,39.9896240234375,67
11_11_104_1,11_104,2023,0.25,0,0.3,1,0,0,1,2500,1.46,2.31,0.8,0,0,0,0,0,1,lade,2023,1e-04,0,0,11,11,Germany,1,0,4403441.49260891,3176256.03310513,11_104,2020,0.998928964138031,379.630706787109,0.888443529605866,90,42
11_11_104_3,11_104,2023,0.25,0,1.7,1,0,0,1,2500,2.78,2.62,0.8,0,0,0,0,0,1,psme,2023,1e-04,0,0,11,11,Germany,1,0,4403440.52115654,3176275.48211322,11_104,2020,0.998928964138031,379.630706787109,0.888443529605866,90,42
11_11_104_4,11_104,2023,0.5,0,1.7,2,0.693147180559945,1,2,5000,2.5,2.735,0.8,0,0,0,0,0,0.5,potr,2023,1e-04,0,0,11,11,Germany,0.5,0.5,4403421.80950839,3176255.87634114,11_104,2020,0.999972701072693,380.561157226563,0.888443529605866,90,42
11_11_104_5,11_104,2023,4,0.369116023758769,1.4125,5,1.2996509635499,0.807518546387612,3.66801617281869,40000,2.144375,2.489375,0.8,0,0,0,0,0.2,0.550884955752212,potr,2023,0.369116023758769,1,0,11,11,Germany,0.313329646017699,0.686670353982301,4403461.89483525,3176255.99560173,11_104,2020,0.998928964138031,379.630706787109,0.888443529605866,90,42
11_11_105_1,11_105,2023,1,0.265329983228432,1.25,3,1.03972077083992,0.946394630357186,2.82842712474619,10000,1.89,2.07,0.8,0,0,0,0,0,0.49,besp,2023,0.265329983228432,1,0,11,11,Germany,0.215,0.785,4404321.56388426,3176435.55502962,11_105,2020,0.998834431171417,355.910736083984,5.83860921859741,14.5406007766724,108
11_11_105_2,11_105,2023,3.25,0.13541976621461,1.63846153846154,2,0.271189373041844,0.391243563629256,1.31152341404742,32500,2.00076923076923,1.60230769230769,0.8,0,0,0,0,0,0.940411700975081,besp,2023,0.13541976621461,1,0,11,11,Germany,0,1,4404321.70340486,3176455.03120695,11_105,2020,0.998834431171417,355.910736083984,5.83860921859741,14.5406007766724,108
11_11_105_3,11_105,2023,2.25,0.521660979482645,0.722222222222222,4,1.31078367809971,0.945530556036326,3.70907929775537,22500,2.98,1.92666666666667,0.8,0,0,0,0,0.25,0.374358974358974,algl,2023,0.521660979482645,1,0,11,11,Germany,0.32991452991453,0.67008547008547,4404321.82004627,3176415.89366435,11_105,2020,0.998215675354004,362.677398681641,6.41333198547363,28.2859802246094,85
11_11_105_4,11_105,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4404301.73235091,3176435.96939791,11_105,2020,0.997957646846771,355.910736083984,6.43449878692627,0,85
11_11_105_5,11_105,2023,1,0,0.3,2,0.693147180559945,1,2,10000,3.58,1.985,0.8,0,0,0,0,0.5,0.5,algl,2023,1e-04,0,0,11,11,Germany,0.5,0.5,4404342.2020211,3176435.15406405,11_105,2020,0.997484028339386,355.198089599609,4.33849906921387,19.779577255249,85
11_11_106_1,11_106,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402321.8062749,3179695.66201593,11_106,2019,0.860380411148071,304.574890136719,0,90,42
11_11_106_2,11_106,2023,0.25,0,0.5,1,0,0,1,2500,4.56,2.4,0.8,0,0.2,0,0,0,1,fasy,2023,1e-04,0,0,11,11,Germany,0,1,4402322.05012169,3179716.2525727,11_106,2019,0.937920570373535,304.574890136719,6.86682939529419,0,42
11_11_106_3,11_106,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402341.8251437,3179697.09777818,11_106,2019,0.858021974563599,304.574890136719,14.7590293884277,90,60
11_11_106_4,11_106,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402301.41336226,3179696.10251758,11_106,2019,0.860380411148071,304.574890136719,0,90,42
11_11_106_5,11_106,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402321.66561631,3179675.81498472,11_106,2019,0.860380411148071,304.574890136719,0,90,42
11_11_107_1,11_107,2023,0.5,0,0.7,1,0,0,1,5000,2.59,2.985,1,0,0,1,1,0,1,qusp,2023,1e-04,0,1,11,11,Germany,0,1,4401762.15312763,3178615.05108335,11_107,2020,0.999507546424866,346.012145996094,6.60327196121216,45.6508140563965,67
11_11_107_2,11_107,2023,0.75,0,0.3,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,3.97,2.41666666666667,1,0,0,1,1,0.5,0.666666666666667,acps,2023,1e-04,0,1,11,11,Germany,0.333333333333333,0.666666666666667,4401781.38502097,3178615.54460999,11_107,2020,0.999507546424866,346.012145996094,6.60327196121216,45.6508140563965,67
11_11_107_3,11_107,2023,0.25,0,0.7,1,0,0,1,2500,2.59,2.985,1,0,0,1,1,0,1,qusp,2023,1e-04,0,1,11,11,Germany,0,1,4401742.65822525,3178616.59352651,11_107,2020,0.988550186157227,350.210235595703,5.68508863449097,56.2575645446777,42
11_11_107_4,11_107,2023,0.25,0,0.9,1,0,0,1,2500,2.59,2.985,1,0,0,1,1,0,1,qusp,2023,1e-04,0,1,11,11,Germany,0,1,4401761.51963481,3178595.52642785,11_107,2020,0.999507546424866,346.012145996094,6.60327196121216,45.6508140563965,67
11_11_107_5,11_107,2023,3,0.173205080756888,0.666666666666667,3,0.823959216501082,0.75,2.27950705695478,30000,3.80916666666667,2.53875,1,0,0,1,1,0,0.683333333333333,fasy,2023,0.173205080756888,1,1,11,11,Germany,0.0604166666666667,0.939583333333333,4401762.85426142,3178636.01978653,11_107,2020,0.997901558876038,340.388153076172,7.70403051376343,53.2598304748535,60
11_11_108_1,11_108,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402021.73300665,3178513.68598626,11_108,2019,0.999995172023773,351.744537353516,8.77047729492188,7.63333149402141e-14,60
11_11_108_2,11_108,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402003.5195008,3178514.32069611,11_108,2019,0.999995172023773,351.744537353516,8.77047729492188,7.63333149402141e-14,60
11_11_108_3,11_108,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402022.59780144,3178495.70982432,11_108,2019,0.998143911361694,351.744537353516,1.2722218874358e-14,90,30
11_11_108_4,11_108,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402042.10516987,3178514.94067981,11_108,2019,0.999978721141815,351.744537353516,8.40196800231934,0.388443857431412,67
11_11_108_5,11_108,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4402021.60002461,3178536.31052002,11_108,2019,0.979529976844788,342.487701416016,8.77047729492188,360,60
11_11_109_1,11_109,2023,0.5,0,5,1,0,0,1,5000,4.45,1.75,0.6,0,0,0.4,0.4,1,1,piab,2023,1e-04,0,0.4,11,11,Germany,1,0,4395841.85592088,3178355.76037073,11_109,2019,0.984654247760773,409.533416748047,8.36904048919678,270,60
11_11_109_2,11_109,2023,0.75,0.292424162316823,2.56666666666667,1,0.636514168294813,0,1.88988157484231,7500,4.45,1.75,0.6,0,0,0.4,0.4,1,1,piab,2023,0.292424162316823,1,0.4,11,11,Germany,1,0,4395861.78433015,3178355.97445718,11_109,2019,0.997741281986237,418.360321044922,8.36904048919678,270,90
11_11_109_3,11_109,2023,0.25,0,1.7,1,0,0,1,2500,2.78,2.62,0.6,0,0,0.4,0.4,0,1,psme,2023,1e-04,0,0.4,11,11,Germany,1,0,4395842.12787525,3178376.26879709,11_109,2019,0.984654247760773,409.533416748047,8.36904048919678,270,60
11_11_109_4,11_109,2023,0.5,0.58925565098879,1.2,2,0.693147180559945,1,2,5000,2.36,2.09,0.6,0,0,0.4,0.4,0,0.604166666666667,besp,2023,0.58925565098879,1,0.4,11,11,Germany,0.395833333333333,0.604166666666667,4395821.56548861,3178356.67577832,11_109,2019,0.984654247760773,409.533416748047,8.36904048919678,270,60
11_11_109_5,11_109,2023,0.75,0.74230748895809,3.5,1,0.636514168294813,0,1.88988157484231,7500,4.45,1.75,0.6,0,0,0.4,0.4,1,1,piab,2023,0.74230748895809,1,0.4,11,11,Germany,1,0,4395841.69092822,3178335.83193806,11_109,2019,0.985329568386078,409.533416748047,11.1644401550293,309.805419921875,60
11_11_110_1,11_110,2023,0.5,0.391165453422345,2.35,2,0.693147180559945,1,2,5000,1.7,1.935,1,0.8,0,0.8,0.6,0,0.569148936170213,lade,2023,0.391165453422345,1,0.7,11,11,Germany,0.569148936170213,0.430851063829787,4395602.25732156,3177955.79987951,11_110,2020,0.999999642372131,441.929718017578,7.06888437271118,360,60
11_11_110_2,11_110,2023,0.25,0,1.7,1,0,0,1,2500,1.94,1.56,1,0.8,0,0.8,0.6,0,1,besp,2023,1e-04,0,0.7,11,11,Germany,0,1,4395598.76577005,3177942.58056076,11_110,2020,0.999999642372131,441.929718017578,7.06888437271118,360,60
11_11_110_3,11_110,2023,0.25,0,0.3,1,0,0,1,2500,1.46,2.31,1,0.8,0,0.8,0.6,0,1,lade,2023,1e-04,0,0.7,11,11,Germany,1,0,4395601.26729438,3177976.00039244,11_110,2020,0.998875737190247,441.929718017578,2.54444377487161e-14,270,30
11_11_110_4,11_110,2023,1.25,1.05681782031031,1.04,3,0.950270539233235,0.864973520717927,2.58640928985893,12500,3.518,2.036,1,0.8,0,0.8,0.6,0.333333333333333,0.444230769230769,piab,2023,1.05681782031031,1,0.7,11,11,Germany,1,0,4395581.87068596,3177955.31289101,11_110,2020,0.999999642372131,441.929718017578,7.06888437271118,360,60
11_11_110_5,11_110,2023,0,0,0,0,0,0,1e-04,0,,,1,0.8,0,0.8,0.6,,,absp,2023,1e-04,0,0.7,11,11,Germany,0,0,4395621.96375944,3177955.53504525,11_110,2020,0.999999701976776,441.929718017578,7.5543704032898,22.6698780059814,60
11_11_111_1,11_111,2023,0.5,0.176776695296637,0.8,2,0.693147180559945,1,2,5000,3.615,2.185,1,1,0.2,1,0,0.5,0.53125,piab,2023,0.176776695296637,1,0.5,11,11,Germany,1,0,4393922.06471151,3177035.82960551,11_111,2020,0.99329537153244,554.77490234375,2.79833245277405,180,60
11_11_111_2,11_111,2023,0.25,0,1.7,1,0,0,1,2500,2.78,2.62,1,1,0.2,1,0,0,1,psme,2023,1e-04,0,0.5,11,11,Germany,1,0,4393941.70426296,3177035.78380243,11_111,2020,0.999856233596802,554.77490234375,8.46066188812256,107.386695861816,90
11_11_111_3,11_111,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0.2,1,0,,,absp,2023,1e-04,0,0.5,11,11,Germany,0,0,4393901.89935313,3177035.72358822,11_111,2020,0.99329537153244,554.77490234375,2.79833245277405,180,60
11_11_111_4,11_111,2023,0.25,0,1.7,1,0,0,1,2500,2.78,2.62,1,1,0.2,1,0,0,1,psme,2023,1e-04,0,0.5,11,11,Germany,1,0,4393921.77533401,3177055.85497794,11_111,2020,0.99329537153244,554.77490234375,2.79833245277405,180,60
11_11_111_5,11_111,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0.2,1,0,,,absp,2023,1e-04,0,0.5,11,11,Germany,0,0,4393921.66815265,3177015.42339998,11_111,2020,0.9999178647995,551.842163085938,2.79833245277405,180,67
11_11_112_1,11_112,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4389161.59136116,3175575.92816699,11_112,2020,1,463.792327880859,5.36688899993897,270,162
11_11_112_2,11_112,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4389181.5419373,3175575.27042123,11_112,2020,1,463.792327880859,5.36688899993897,270,162
11_11_112_3,11_112,2023,0.25,0,0.9,1,0,0,1,2500,2.73,2.11,1,0,0,0,0,0,1,soau,2023,1e-04,0,0,11,11,Germany,0,1,4389161.90473803,3175595.40523824,11_112,2020,0.999999940395355,463.792327880859,4.75921869277954,288.373168945313,153
11_11_112_4,11_112,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4389142.02237942,3175575.83312453,11_112,2020,0.999999940395355,458.155639648438,5.36688899993897,270,134
11_11_112_5,11_112,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4389162.09724201,3175555.53488495,11_112,2020,1,463.792327880859,7.06418609619141,227.800231933594,150
11_11_113_1,11_113,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4387881.94253518,3180575.93596734,11_113,2020,0.999965667724609,427.353393554688,1.2722218874358e-14,270,120
11_11_113_2,11_113,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4387881.86204616,3180595.68186639,11_113,2020,0.999965667724609,427.353393554688,1.2722218874358e-14,270,120
11_11_113_3,11_113,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4387881.97549335,3180556.09257294,11_113,2020,0.999999463558197,427.353393554688,18.1025810241699,180,90
11_11_113_4,11_113,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4387862.13689624,3180575.85864952,11_113,2020,0.999994516372681,427.353393554688,1.92766606807709,270,120
11_11_113_5,11_113,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4387902.09357867,3180576.01794775,11_113,2020,0.999986171722412,427.353393554688,1.2722218874358e-14,270,124
11_11_114_2,11_114,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4380281.58213446,3182095.92017671,11_114,2019,0.999725043773651,519.723876953125,0,90,60
11_11_114_1,11_114,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4380261.4523898,3182095.77853428,11_114,2020,0.999687075614929,519.723876953125,0.763245820999146,270,67
11_11_114_3,11_114,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4380241.77056276,3182095.19940213,11_114,2020,0.999906778335571,518.924560546875,0.763245820999146,270,42
11_11_114_4,11_114,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4380261.89245897,3182115.90290668,11_114,2020,0.99996691942215,519.723876953125,1.91014039516449,337.680572509766,42
11_11_114_5,11_114,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0.2,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4380262.02912006,3182074.91944623,11_114,2020,0.999687075614929,519.723876953125,0.763245820999146,270,67
11_11_115_1,11_115,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4380021.74622951,3181596.22764587,11_115,2020,1,495.204406738281,10.3695278167725,151.293029785156,42
11_11_115_2,11_115,2023,0.25,0,0.3,1,0,0,1,2500,1.46,2.31,1,1,0,0,0,0,1,lade,2023,1e-04,0,0,11,11,Germany,1,0,4380041.56501103,3181594.79074588,11_115,2020,0.999999642372131,490.527099609375,9.41549777984619,147.992584228516,30
11_11_115_3,11_115,2023,0.5,0,0.7,1,0,0,1,5000,3.97,2.66,1,1,0,0,0,0,1,cabe,2023,1e-04,0,0,11,11,Germany,0,1,4380022.21533744,3181575.83336244,11_115,2020,0.99999338388443,495.204406738281,4.45748472213745,90,67
11_11_115_4,11_115,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4380022.78442899,3181615.71232224,11_115,2020,1,495.204406738281,10.3695278167725,151.293029785156,42
11_11_115_5,11_115,2023,0,0,0,0,0,0,1e-04,0,,,1,1,0,0,0,,,absp,2023,1e-04,0,0,11,11,Germany,0,0,4380001.72111675,3181595.62222999,11_115,2020,0.999988615512848,495.204406738281,9.67207336425781,180,42
