subplot,plot,year,dens_m2,cv_hgt,mean_hgt,sp_richness,shannon_sp,evenness_sp,effective_numbers,dens_ha,CWM_shade,CWM_drought,clear_intensity,grndwrk_intensity,logging_trail_intensity,planting_intensity,anti_browsing_intensity,spruce_share,IV,IVmax_species,year_f,cv_hgt_pos,cv_hgt_present,active_regeneration,region,country,country_name,IV_coniferous,IV_deciduous,x,y,plot_id,disturbance_year,disturbance_severity,elevation,slope,aspect,dist_to_edge
11_18_157_3,18_157,2023,1.5,0,1.7,2,0.636514168294813,0.918295834054489,1.88988157484231,15000,1.85,2.48666666666667,1,0,0.2,0,0,0,0.666666666666667,besp,2023,1e-04,0,0,18,11,Germany,0.333333333333333,0.666666666666667,4320401.84525354,3144508.83258975,18_157,2018,0.828498363494873,308.661560058594,1.79159915447235,360,42
11_18_157_4,18_157,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4320421.80373049,3144528.6881075,18_157,2018,0.828498363494873,308.661560058594,1.79159915447235,360,42
11_18_157_5,18_157,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4320441.82921627,3144508.59582793,18_157,2018,0.50427371263504,308.661560058594,8.29828643798828,270,42
11_18_158_1,18_158,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4320041.8203172,3144508.7311974,18_158,2018,0.989118278026581,292.397094726563,4.74514770507813,90,67
11_18_158_2,18_158,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4320061.77428917,3144508.66700247,18_158,2018,0.989118278026581,292.397094726563,4.74514770507813,90,67
11_18_158_3,18_158,2023,1,0.545454545454546,1.65,2,1.03972077083992,1.5,2.82842712474619,10000,3.06,3.045,1,0,0.2,0,0,0.333333333333333,0.568181818181818,pisy,2023,0.545454545454546,1,0,18,11,Germany,1,0,4320041.77401229,3144488.68400919,18_158,2018,0.989118278026581,292.397094726563,4.74514770507813,90,67
11_18_158_4,18_158,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4320041.77906672,3144528.74163953,18_158,2018,0.825792014598846,292.397094726563,3.51346755027771,89.6937408447266,85
11_18_158_5,18_158,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4320021.69681224,3144508.65937062,18_158,2018,0.883863270282745,297.377593994141,4.74514770507813,90,42
11_18_159_1,18_159,2023,0.25,0,0.9,1,0,0,1,2500,4.45,1.75,0.8,0,0.2,1,0,1,1,piab,2023,1e-04,0,0.5,18,11,Germany,1,0,4327241.61504271,3115808.93859275,18_159,2020,0.996776759624481,280.000762939453,21.2843990325928,159.59440612793,60
11_18_159_2,18_159,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.2,1,0,,,absp,2023,1e-04,0,0.5,18,11,Germany,0,0,4327241.61666691,3115828.64155399,18_159,2020,0.996776759624481,280.000762939453,21.2843990325928,159.59440612793,60
11_18_159_3,18_159,2023,0.25,0,0.7,1,0,0,1,2500,1.67,4.34,0.8,0,0.2,1,0,0,1,pisy,2023,1e-04,0,0.5,18,11,Germany,1,0,4327221.8954474,3115808.73553101,18_159,2020,0.999417006969452,288.528900146484,20.6952495574951,158.927383422852,60
11_18_159_4,18_159,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.2,1,0,,,absp,2023,1e-04,0,0.5,18,11,Germany,0,0,4327241.73463829,3115788.86543124,18_159,2020,0.96362030506134,280.000762939453,8.08958530426025,90,42
11_18_159_5,18_159,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.2,1,0,,,absp,2023,1e-04,0,0.5,18,11,Germany,0,0,4327261.86565235,3115808.8084456,18_159,2020,0.996776759624481,280.000762939453,21.2843990325928,159.59440612793,60
11_18_160_1,18_160,2023,3.25,0.28950233307705,1.01538461538462,3,0.830517825287248,0.755969902989267,2.29450658622141,32500,2.28461538461539,2.01692307692308,1,0,0,1,0,0.333333333333333,0.755244755244755,besp,2023,0.28950233307705,1,0.5,18,11,Germany,0.244755244755245,0.755244755244755,4327141.78674737,3115488.71106291,18_160,2019,0.995083570480347,294.810546875,9.57805442810059,270,90
11_18_160_2,18_160,2023,0.25,0,0.3,1,0,0,1,2500,1.67,4.34,1,0,0,1,0,0,1,pisy,2023,1e-04,0,0.5,18,11,Germany,1,0,4327141.61067747,3115508.53798341,18_160,2019,0.984687924385071,294.810546875,11.7069225311279,320.081329345703,60
11_18_160_3,18_160,2023,0.25,0,0.7,1,0,0,1,2500,2.78,2.62,1,0,0,1,0,0,1,psme,2023,1e-04,0,0.5,18,11,Germany,1,0,4327121.83944419,3115488.72029328,18_160,2019,0.995083570480347,294.810546875,9.57805442810059,270,90
11_18_160_4,18_160,2023,0.75,0.692820323027551,0.5,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,3.61333333333333,1.68666666666667,1,0,0,1,0,0.5,0.533333333333333,piab,2023,0.692820323027551,1,0.5,18,11,Germany,0.533333333333333,0.466666666666667,4327141.79260657,3115468.76180414,18_160,2019,0.995083570480347,294.810546875,9.57805442810059,270,90
11_18_160_5,18_160,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,1,0,,,absp,2023,1e-04,0,0.5,18,11,Germany,0,0,4327161.80394362,3115488.78032895,18_160,2019,0.988960027694702,304.935150146484,9.57805442810059,270,95
11_18_161_1,18_161,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0.2,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4314961.79723297,3095608.80291024,18_161,2018,0.889909565448761,384.413116455078,7.66862916946411,263.475341796875,42
11_18_161_2,18_161,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0.2,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4314961.92167964,3095628.60076577,18_161,2018,0.889909565448761,384.413116455078,7.66862916946411,263.475341796875,42
11_18_161_3,18_161,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0.2,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4314961.78902497,3095588.72669091,18_161,2018,0.706206738948822,384.413116455078,10.6740922927856,270,42
11_18_161_4,18_161,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0.2,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4314941.79383717,3095608.68675518,18_161,2018,0.706206738948822,384.413116455078,10.6740922927856,270,42
11_18_161_5,18_161,2023,4.25,0.234392793261182,0.335294117647059,3,0.893888536244996,0.813652409922241,2.44461717553629,42500,3.51647058823529,2.17352941176471,0.8,0.2,0.2,0,0,0.333333333333333,0.613003095975232,piab,2023,0.234392793261182,1,0,18,11,Germany,0.8328173374613,0.1671826625387,4314981.88561777,3095608.71257799,18_161,2019,0.42702379822731,384.413116455078,0,90,30
11_18_163_4,18_163,2023,0,0,0,0,0,0,1e-04,0,,,0.6,0,0,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4314421.68834259,3095848.63013162,18_163,2018,0.921629786491394,397.99951171875,5.48261785507202,0,42
11_18_163_1,18_163,2023,1.5,0.507846594224384,1.86666666666667,2,1.32966134885476,1.91829583405449,3.77976314968462,15000,4.505,2.075,0.6,0,0,0,0,0.5,0.535714285714286,piab,2023,0.507846594224384,1,0,18,11,Germany,0.535714285714286,0.464285714285714,4314421.84596314,3095868.77033608,18_163,2020,0.946029603481293,397.99951171875,2.54444377487161e-14,270,60
11_18_163_2,18_163,2023,0,0,0,0,0,0,1e-04,0,,,0.6,0,0,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4314421.801924,3095888.73845955,18_163,2020,0.872389376163483,397.99951171875,2.54444377487161e-14,270,30
11_18_163_3,18_163,2023,0.75,0.301226227403283,0.766666666666667,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,4.48666666666667,1.96666666666667,0.6,0,0,0,0,0.5,0.72463768115942,piab,2023,0.301226227403283,1,0,18,11,Germany,0.72463768115942,0.27536231884058,4314401.75498411,3095868.78962271,18_163,2020,0.946029603481293,397.99951171875,2.54444377487161e-14,270,60
11_18_163_5,18_163,2023,1,0.4054112283611,1.9,2,1.03972077083992,1.5,2.82842712474619,10000,4.02,1.84,0.6,0,0,0,0,0.666666666666667,0.796052631578947,piab,2023,0.4054112283611,1,0,18,11,Germany,0.796052631578947,0.203947368421053,4314441.88593578,3095868.66206227,18_163,2020,0.916265666484833,397.99951171875,4.14683961868286,270,60
11_18_164_1,18_164,2023,4.5,0.172897582860661,1.77222222222222,1,0.214559155176405,0,1.23931543072907,45000,4.45,1.75,0.8,0,0.4,0,0,1,1,piab,2023,0.172897582860661,1,0,18,11,Germany,1,0,4260761.42668027,3133588.83980978,18_164,2020,0.999430656433105,348.666900634766,9.22563457489014,279.308349609375,60
11_18_164_2,18_164,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.4,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4260741.70769252,3133588.78002679,18_164,2020,0.998881578445435,339.149322509766,9.25742149353027,280.459259033203,60
11_18_164_3,18_164,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.4,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4260761.56306704,3133568.79342393,18_164,2020,0.994259417057037,348.666900634766,9.01351833343506,270,42
11_18_164_4,18_164,2023,1.5,0.377852033776334,1.36666666666667,2,0.636514168294813,0.918295834054489,1.88988157484231,15000,3.30333333333333,1.99,0.8,0,0.4,0,0,0.5,0.747967479674797,soau,2023,0.377852033776334,1,0,18,11,Germany,0.252032520325203,0.747967479674797,4260761.64979976,3133608.84724727,18_164,2020,0.999430656433105,348.666900634766,9.22563457489014,279.308349609375,60
11_18_164_5,18_164,2023,2.25,0.0857142857142857,1.16666666666667,2,0.348832095843032,0.503258334775646,1.41741118113173,22500,4.46222222222222,1.82222222222222,0.8,0,0.4,0,0,0.5,0.901587301587302,piab,2023,0.0857142857142857,1,0,18,11,Germany,0.901587301587302,0.0984126984126984,4260781.71134965,3133588.81863699,18_164,2020,0.999430656433105,348.666900634766,9.22563457489014,279.308349609375,60
11_18_165_1,18_165,2023,4.25,0,0.7,1,0,0,1,42500,4.45,1.75,1,0,0,0,0,1,1,piab,2023,1e-04,0,0,18,11,Germany,1,0,4242961.79288784,3197908.72950518,18_165,2020,0.921388804912567,288.962982177734,4.5355396270752,90,30
11_18_165_2,18_165,2023,4.25,0,0.9,1,0,0,1,42500,4.45,1.75,1,0,0,0,0,1,1,piab,2023,1e-04,0,0,18,11,Germany,1,0,4242961.84467983,3197928.66207603,18_165,2020,0.953497648239136,288.962982177734,19.3882579803467,14.3982419967651,42
11_18_165_3,18_165,2023,4.25,0,0.7,1,0,0,1,42500,4.45,1.75,1,0,0,0,0,1,1,piab,2023,1e-04,0,0,18,11,Germany,1,0,4242941.8701922,3197908.72231818,18_165,2020,0.921388804912567,288.962982177734,4.5355396270752,90,30
11_18_165_4,18_165,2023,1.25,0.891641372682829,0.86,2,0.673011667009257,0.970950594454669,1.96013170420779,12500,4.516,2.14,1,0,0,0,0,0.5,0.595348837209302,piab,2023,0.891641372682829,1,0,18,11,Germany,0.595348837209302,0.404651162790698,4242961.78636827,3197888.76218509,18_165,2020,0.921388804912567,288.962982177734,4.5355396270752,90,30
11_18_165_5,18_165,2023,2.25,0,1.2,1,0,0,1,22500,4.45,1.75,1,0,0,0,0,1,1,piab,2023,1e-04,0,0,18,11,Germany,1,0,4242981.85690451,3197908.81679283,18_165,2020,0.882010102272034,288.962982177734,19.2418212890625,0,30
11_18_166_1,18_166,2023,0.25,0,0.3,1,0,0,1,2500,4.45,1.75,1,0,0.4,0,0,1,1,piab,2023,1e-04,0,0,18,11,Germany,1,0,4242121.82717468,3198608.70780092,18_166,2020,0.990526556968689,378.656311035156,10.2562875747681,180,95
11_18_166_2,18_166,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.4,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4242121.73633304,3198588.75866083,18_166,2020,0.946180582046509,378.656311035156,1.2722218874358e-14,270,90
11_18_166_3,18_166,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.4,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4242141.77609857,3198608.7325213,18_166,2020,0.919149458408356,378.656311035156,10.2440710067749,176.8662109375,85
11_18_166_4,18_166,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.4,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4242101.78482875,3198608.74243124,18_166,2020,0.990526556968689,378.656311035156,10.2562875747681,180,95
11_18_166_5,18_166,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.4,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4242121.84111817,3198628.75257672,18_166,2020,0.98016095161438,389.512878417969,10.2562875747681,180,90
11_18_167_1,18_167,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4241461.82608424,3197888.71305703,18_167,2020,0.537133932113648,333.009582519531,4.48016405105591,270,30
11_18_167_2,18_167,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4241461.8665645,3197868.7715642,18_167,2020,0.488498896360397,333.009582519531,4.48016405105591,270,30
11_18_167_3,18_167,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4241461.79688847,3197908.71769684,18_167,2020,0.537133932113648,333.009582519531,4.48016405105591,270,30
11_18_167_4,18_167,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4241481.80052623,3197888.71273092,18_167,2020,0.470938622951508,333.009582519531,1.2722218874358e-14,90,30
11_18_167_5,18_167,2023,0.5,0,0.3,1,0,0,1,5000,4.45,1.75,1,0,0,0,0,1,1,piab,2023,1e-04,0,0,18,11,Germany,1,0,4241441.75689785,3197888.7385379,18_167,2020,0.537133932113648,333.009582519531,4.48016405105591,270,30
11_18_168_1,18_168,2023,0.75,0,1.7,3,1.09861228866811,1,3,7500,3.57333333333333,2.63333333333333,1,0,0.2,0,0,0.333333333333333,0.333333333333333,absp,2023,1e-04,0,0,18,11,Germany,1,0,4261661.79283937,3206488.72767794,18_168,2019,0.993859887123108,299.469024658203,2.54325318336487,270,85
11_18_168_2,18_168,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4261661.78952613,3206508.73892928,18_168,2019,0.999697029590607,299.469024658203,4.20935440063477,212.796310424805,60
11_18_168_3,18_168,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4261661.8050606,3206468.75234252,18_168,2019,0.993859887123108,299.469024658203,2.54325318336487,270,85
11_18_168_4,18_168,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4261641.7657616,3206488.88635293,18_168,2019,0.997253835201263,296.803985595703,4.6537070274353,209.323394775391,67
11_18_168_5,18_168,2023,1.75,1.4107975568623e-16,1.7,2,0.410116318288409,0.591672778582327,1.50699306577254,17500,4.47142857142857,1.75857142857143,1,0,0.2,0,0,0.5,0.857142857142857,piab,2023,1.4107975568623e-16,1,0,18,11,Germany,1,0,4261681.93429852,3206488.77744254,18_168,2019,0.999697029590607,299.469024658203,4.20935440063477,212.796310424805,60
11_18_169_5,18_169,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4261341.78795787,3206028.64627913,18_169,2018,0.774347007274628,254.260116577148,8.11585140228272,228.431106567383,30
11_18_169_1,18_169,2023,2.25,0,0.3,1,0,0,1,22500,4.45,1.75,0.8,0,0.2,0,0,1,1,piab,2023,1e-04,0,0,18,11,Germany,1,0,4261361.9238196,3206028.69425616,18_169,2019,0.925210118293762,261.483917236328,7.18667364120483,237.792144775391,42
11_18_169_2,18_169,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4261361.85013107,3206048.7360139,18_169,2019,0.991537511348724,264.693908691406,5.93345499038696,229.710342407227,42
11_18_169_4,18_169,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4261381.92756983,3206028.80558413,18_169,2019,0.925210118293762,261.483917236328,7.18667364120483,237.792144775391,42
11_18_169_3,18_169,2023,0,0,0,0,0,0,1e-04,0,,,0.8,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4261361.84188467,3206008.65677298,18_169,2020,0.615069925785065,261.483917236328,6.86517763137817,270,30
11_18_170_1,18_170,2023,0.5,0,0.7,1,0,0,1,5000,4.6,1.81,1,1,0,1,0.8,0,1,absp,2023,1e-04,0,0.9,18,11,Germany,1,0,4248341.79239169,3199248.80173287,18_170,2019,0.999705076217651,232.303756713867,2.44949269294739,82.9457015991211,42
11_18_170_2,18_170,2023,0.25,0,1.7,1,0,0,1,2500,2.71,2.22,1,1,0,1,0.8,0,1,algl,2023,1e-04,0,0.9,18,11,Germany,0,1,4248341.7415169,3199268.74767141,18_170,2019,0.9999880194664,232.303756713867,2.15743613243103,90,67
11_18_170_3,18_170,2023,0.5,0,0.5,1,0,0,1,5000,4.6,1.81,1,1,0,1,0.8,0,1,absp,2023,1e-04,0,0.9,18,11,Germany,1,0,4248321.75801029,3199248.70110843,18_170,2019,0.996925234794617,234.564086914063,2.57459211349487,70.7601928710938,42
11_18_170_4,18_170,2023,0.25,0,0.9,1,0,0,1,2500,4.45,1.75,1,1,0,1,0.8,1,1,piab,2023,1e-04,0,0.9,18,11,Germany,1,0,4248361.81756127,3199248.86542358,18_170,2019,0.999705076217651,232.303756713867,2.44949269294739,82.9457015991211,42
11_18_170_5,18_170,2023,0.5,0,0.5,1,0,0,1,5000,4.6,1.81,1,1,0,1,0.8,0,1,absp,2023,1e-04,0,0.9,18,11,Germany,1,0,4248341.64260558,3199228.66505822,18_170,2019,0.999500811100006,232.332061767578,2.99282145500183,84.2329406738281,30
11_18_171_1,18_171,2023,0,0,0,0,0,0,1e-04,0,,,0.4,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4292041.79283683,3200568.6284817,18_171,2020,0.843737185001373,337.704223632813,0.230717077851295,90,67
11_18_171_2,18_171,2023,1,0,0.3,2,0.562335144618808,0.811278124459133,1.75476535060332,10000,3.055,2.67625,0.4,0,0.2,0,0,0.5,0.75,qusp,2023,1e-04,0,0,18,11,Germany,0.25,0.75,4292041.87431004,3200548.80756068,18_171,2020,0.843737185001373,337.704223632813,0.230717077851295,90,67
11_18_171_3,18_171,2023,0,0,0,0,0,0,1e-04,0,,,0.4,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4292061.81441259,3200568.68607018,18_171,2020,0.95923376083374,337.462615966797,0.230717077851295,90,60
11_18_171_4,18_171,2023,0.75,0,5,1,0,0,1,7500,4.56,2.4,0.4,0,0.2,0,0,0,1,fasy,2023,1e-04,0,0,18,11,Germany,0,1,4292021.83750371,3200568.69698434,18_171,2020,0.843737185001373,337.704223632813,0.230717077851295,90,67
11_18_171_5,18_171,2023,2.5,0.684653196881458,0.8,3,0.943348392329039,0.858672711073255,2.56856760741556,25000,2.527,2.3565,0.4,0,0.2,0,0,0,0.5,besp,2023,0.684653196881458,1,0,18,11,Germany,0,1,4292041.82727342,3200588.77084485,18_171,2020,0.720615327358246,337.704223632813,0.230717077851295,90,85
11_18_172_1,18_172,2023,0,0,0,0,0,0,1e-04,0,,,0.6,0,0.2,0,0,,,absp,2023,1e-04,0,0,18,11,Germany,0,0,4295841.75665347,3201208.69188519,18_172,2020,0.997083604335785,262.702850341797,1.19133388996124,270,90
11_18_172_2,18_172,2023,0.25,0,0.5,1,0,0,1,2500,2.78,2.62,0.6,0,0.2,0,0,0,1,psme,2023,1e-04,0,0,18,11,Germany,1,0,4295841.77036033,3201188.77357597,18_172,2020,0.997083604335785,262.702850341797,1.19133388996124,270,90
11_18_172_3,18_172,2023,3,1.65655732898393e-16,0.7,2,0.693147180559945,1,2,30000,1.7,1.935,0.6,0,0.2,0,0,0,0.5,besp,2023,1.65655732898393e-16,1,0,18,11,Germany,0.5,0.5,4295821.82826009,3201208.70899595,18_172,2020,0.999215602874756,262.702850341797,0,90,95
11_18_172_4,18_172,2023,0.5,0.879105727961654,1.85,1,0.693147180559945,0,2,5000,1.94,1.56,0.6,0,0.2,0,0,0,1,besp,2023,0.879105727961654,1,0,18,11,Germany,0,1,4295861.76443804,3201208.73114502,18_172,2020,0.959013760089874,263.950592041016,1.19133388996124,270,95
11_18_172_5,18_172,2023,0.25,0,0.5,1,0,0,1,2500,4.45,1.75,0.6,0,0.2,0,0,1,1,piab,2023,1e-04,0,0,18,11,Germany,1,0,4295841.85298808,3201228.71581599,18_172,2020,0.997368633747101,262.702850341797,18.1290073394775,353.220367431641,108
11_18_173_1,18_173,2023,2,0,0.3,1,0,0,1,20000,4.45,1.75,1,0,0,0.2,0,1,1,piab,2023,1e-04,0,0.1,18,11,Germany,1,0,4308141.84501392,3197928.68559658,18_173,2018,0.985575675964355,364.456359863281,27.6754856109619,192.962860107422,42
11_18_173_2,18_173,2023,0.75,0,1.2,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,2.5,2.26666666666667,1,0,0,0.2,0,0,0.666666666666667,psme,2023,1e-04,0,0.1,18,11,Germany,0.666666666666667,0.333333333333333,4308161.67407478,3197928.78907657,18_173,2018,0.233491271734238,374.103363037109,23.788782119751,195.478988647461,30
11_18_173_3,18_173,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0,0.2,0,,,absp,2023,1e-04,0,0.1,18,11,Germany,0,0,4308141.85558436,3197908.74493583,18_173,2018,0.985575675964355,364.456359863281,27.6754856109619,192.962860107422,42
11_18_173_4,18_173,2023,1.25,0.387689009601884,1.36,3,0.950270539233235,0.864973520717927,2.58640928985893,12500,2.632,2.502,1,0,0,0.2,0,0,0.675,potr,2023,0.387689009601884,1,0.1,18,11,Germany,0,1,4308141.78635745,3197948.75702753,18_173,2018,0.953560769557953,397.710510253906,27.1152896881104,183.513046264648,30
11_18_173_5,18_173,2023,1.25,0.468720605098223,1.22,3,1.05492016798614,0.960229717860761,2.87174588749259,12500,3.49,1.934,1,0,0,0.2,0,0.333333333333333,0.478688524590164,besp,2023,0.468720605098223,1,0.1,18,11,Germany,0.124590163934426,0.875409836065574,4308121.77202203,3197928.74738776,18_173,2018,0.988638639450073,364.456359863281,28.9967918395996,180,30
11_18_175_1,18_175,2023,1.75,0.453534228699872,0.471428571428571,3,1.00424247305408,0.914100892018565,2.7298385631036,17500,1.93714285714286,2.83,1,0,0.2,0.2,0.2,0,0.532467532467532,pisy,2023,0.453534228699872,1,0.2,18,11,Germany,0.532467532467532,0.467532467532468,4248561.79874754,3251828.66658459,18_175,2018,0.999631762504578,66.599006652832,2.43227386474609,305.579193115234,42
11_18_175_2,18_175,2023,2.25,0.345097997095381,0.766666666666667,2,0.529706199057655,0.76420450650862,1.69843323402318,22500,1.73,3.72222222222222,1,0,0.2,0.2,0.2,0,0.845410628019324,pisy,2023,0.345097997095381,1,0.2,18,11,Germany,0.845410628019324,0.154589371980676,4248561.74694879,3251848.48485972,18_175,2018,0.999631762504578,66.599006652832,2.43227386474609,305.579193115234,42
11_18_175_4,18_175,2023,0.75,0,1.2,1,0,0,1,7500,1.94,1.56,1,0,0.2,0.2,0.2,0,1,besp,2023,1e-04,0,0.2,18,11,Germany,0,1,4248541.80332023,3251828.66509745,18_175,2018,0.998652696609497,64.3966522216797,2.58377718925476,310.042877197266,60
11_18_175_5,18_175,2023,0,0,0,0,0,0,1e-04,0,,,1,0,0.2,0.2,0.2,,,absp,2023,1e-04,0,0.2,18,11,Germany,0,0,4248581.76505019,3251828.66003988,18_175,2018,0.449756890535355,66.599006652832,1.2920891046524,1.39944411853103e-13,30
11_18_175_3,18_175,2023,0.25,0,0.5,1,0,0,1,2500,2.73,2.11,1,0,0.2,0.2,0.2,0,1,soau,2023,1e-04,0,0.2,18,11,Germany,0,1,4248561.674678,3251808.7546874,18_175,2020,0.999975502490997,67.9523086547852,2.23601222038269,309.268493652344,42
11_18_176_1,18_176,2023,4,0,3,1,0,0,1,40000,1.94,1.56,0.6,0,0,0,0,0,1,besp,2023,1e-04,0,0,18,11,Germany,0,1,4253701.80608853,3245568.75885799,18_176,2018,0.999026238918304,64.8019256591797,0,90,42
11_18_176_2,18_176,2023,0.25,0,1.7,1,0,0,1,2500,1.94,1.56,0.6,0,0,0,0,0,1,besp,2023,1e-04,0,0,18,11,Germany,0,1,4253681.82100863,3245568.67938038,18_176,2018,0.999026238918304,64.8019256591797,0,90,42
11_18_176_3,18_176,2023,4.25,0,1.7,1,0,0,1,42500,1.94,1.56,0.6,0,0,0,0,0,1,besp,2023,1e-04,0,0,18,11,Germany,0,1,4253701.78687977,3245588.71013301,18_176,2018,0.999910473823547,64.8019256591797,0,90,30
11_18_176_4,18_176,2023,1.25,0,0.9,1,0,0,1,12500,1.94,1.56,0.6,0,0,0,0,0,1,besp,2023,1e-04,0,0,18,11,Germany,0,1,4253721.89517937,3245568.73802073,18_176,2018,0.993490040302277,64.8019256591797,1.68083333969116,90,60
11_18_176_5,18_176,2023,2,0.370328039909021,0.75,2,0.562335144618808,0.811278124459133,1.75476535060332,20000,1.82,1.7475,0.6,0,0,0,0,0,0.825,besp,2023,0.370328039909021,1,0,18,11,Germany,0.175,0.825,4253701.70274941,3245548.46617015,18_176,2018,0.898693442344666,64.8019256591797,2.6283495426178,180,30
11_18_177_1,18_177,2023,0.25,0,1.7,1,0,0,1,2500,4.56,2.4,0.8,0,0,0.4,0,0,1,fasy,2023,1e-04,0,0.2,18,11,Germany,0,1,4240321.80522396,3218428.6703016,18_177,2020,0.877835631370544,200.340515136719,9.59794521331787,180,30
11_18_177_2,18_177,2023,0.75,0,0.3,1,0,0,1,7500,3.73,2.75,0.8,0,0,0.4,0,0,1,acps,2023,1e-04,0,0.2,18,11,Germany,0,1,4240341.80798877,3218428.80149441,18_177,2020,0.985963523387909,210.486541748047,10.5986309051514,204.048950195312,30
11_18_177_3,18_177,2023,1.25,0,1.7,1,0,0,1,12500,3.73,2.75,0.8,0,0,0.4,0,0,1,acps,2023,1e-04,0,0.2,18,11,Germany,0,1,4240301.78575504,3218428.73278107,18_177,2020,0.877835631370544,200.340515136719,9.59794521331787,180,30
11_18_177_4,18_177,2023,4.25,0,1.2,1,0,0,1,42500,3.73,2.75,0.8,0,0,0.4,0,0,1,acps,2023,1e-04,0,0.2,18,11,Germany,0,1,4240321.82169764,3218408.69132698,18_177,2020,0.877835631370544,200.340515136719,9.59794521331787,180,30
11_18_177_5,18_177,2023,0.5,0,1.2,1,0,0,1,5000,4.45,1.75,0.8,0,0,0.4,0,1,1,piab,2023,1e-04,0,0.2,18,11,Germany,1,0,4240321.85723401,3218448.79361077,18_177,2020,0.990324437618256,210.486541748047,9.59794521331787,180,30
