subplot,plot,year,dens_m2,cv_hgt,mean_hgt,sp_richness,shannon_sp,evenness_sp,effective_numbers,dens_ha,pre_dist_trees_n,area_m2,pre_dist_dens_ha,time_snc_full_disturbance,disturbance_year,forest_year,disturbance_length,CWM_shade,CWM_drought,clear_intensity,grndwrk_intensity,logging_trail_intensity,planting_intensity,anti_browsing_intensity,spruce_share,IV,IVmax_species,year_f,cv_hgt_pos,cv_hgt_present,active_regeneration,region,country,country_name,IV_coniferous,IV_deciduous,x,y,plot_id,slope,aspect
13_26_148_4,26_148,2023,0.5,0,1.2,1,0,0,1,5000,52,1190.57579657849,436.763456383367,3,2020,2018,2,1.94,1.56,1,1,1,0.4,0.4,0,1,besp,2023,1e-04,0,0.4,26,13,Czech Republic,0,1,4708101.30934324,2971790.60326108,26_148,4.33753937008028,343.964199717801
13_26_148_5,26_148,2023,0.75,0.450693909432999,0.8,3,1.09861228866811,1,3,7500,52,1190.57579657849,436.763456383367,3,2020,2018,2,2.61666666666667,1.87333333333333,1,1,1,0.4,0.4,0.333333333333333,0.416666666666667,besp,2023,0.450693909432999,1,0.4,26,13,Czech Republic,0.583333333333333,0.416666666666667,4708121.63216739,2971811.93064225,26_148,4.33753937008028,343.964199717801
290_T2_AH_20250827,26_148,2025,0.75,0.351822820287428,2.13333333333333,1,0.636514168294813,0,1.88988157484231,7500,52,1190.57579657849,436.763456383367,5,2020,2018,2,1.67,4.34,1,1,1,1,0.4,0,1,pisy,2025,0.351822820287428,1,0.7,26,13,Czech Republic,1,0,4708106.00195918,2971786.47964085,26_148,4.33753937008028,343.964199717801
291_T2_AH_20250827,26_148,2025,1.25,0.320738434575097,2.22,3,1.33217904021012,1.21260161928934,3.789291416276,12500,52,1190.57579657849,436.763456383367,5,2020,2018,2,1.598,2.566,1,1,1,1,0.4,0,0.588288288288288,lade,2025,0.320738434575097,1,0.7,26,13,Czech Republic,0.823423423423424,0.176576576576577,4708126.15973063,2971786.23557131,26_148,2.81103369798319,2.03326407692591
292_T2_AH_20250827,26_148,2025,0.5,0,1.7,1,0,0,1,5000,52,1190.57579657849,436.763456383367,5,2020,2018,2,1.46,2.31,1,1,1,1,0.4,0,1,lade,2025,1e-04,0,0.7,26,13,Czech Republic,1,0,4708145.88765376,2971786.21996519,26_148,2.81103369798319,2.03326407692591
293_T2_AH_20250827,26_148,2025,1,0.653465346534654,2.525,2,0.562335144618808,0.811278124459133,1.75476535060332,10000,52,1190.57579657849,436.763456383367,5,2020,2018,2,1.6175,3.8325,1,1,1,1,0.4,0,0.627475247524752,pisy,2025,0.653465346534654,1,0.7,26,13,Czech Republic,1,0,4708125.80374802,2971766.88672073,26_148,2.81103369798319,2.03326407692591
294_T2_AH_20250827,26_148,2025,0.25,0,1.2,1,0,0,1,2500,52,1190.57579657849,436.763456383367,5,2020,2018,2,1.46,2.31,1,1,1,1,0.4,0,1,lade,2025,1e-04,0,0.7,26,13,Czech Republic,1,0,4708126.0171022,2971806.01413742,26_148,2.81103369798319,2.03326407692591
13_26_149_1,26_149,2023,0.5,0,0.9,1,0,0,1,5000,52,1162.15451513743,447.444804651047,4,2019,2018,1,4.45,1.75,1,1,1,0.6,0.6,1,1,piab,2023,1e-04,0,0.6,26,13,Czech Republic,1,0,4708381.69632362,2971890.85566606,26_149,7.03938538135511,73.127448019403
13_26_149_2,26_149,2023,0.5,0.404061017820884,0.7,2,0.693147180559945,1,2,5000,52,1162.15451513743,447.444804651047,4,2019,2018,1,1.7,1.935,1,1,1,0.6,0.6,0,0.571428571428571,lade,2023,0.404061017820884,1,0.6,26,13,Czech Republic,0.571428571428571,0.428571428571429,4708361.97881695,2971890.34304385,26_149,7.03938538135511,73.127448019403
13_26_149_3,26_149,2023,0,0,0,0,0,0,1e-04,0,52,1162.15451513743,447.444804651047,4,2019,2018,1,,,1,1,1,0.6,0.6,,,absp,2023,1e-04,0,0.6,26,13,Czech Republic,0,0,4708381.98321729,2971870.77734669,26_149,7.03938538135511,73.127448019403
13_26_149_4,26_149,2023,0.25,0,3,1,0,0,1,2500,52,1162.15451513743,447.444804651047,4,2019,2018,1,3.73,2.75,1,1,1,0.6,0.6,0,1,acps,2023,1e-04,0,0.6,26,13,Czech Republic,0,1,4708381.69597934,2971910.7118486,26_149,7.03938538135511,73.127448019403
13_26_149_5,26_149,2023,0.5,1.25411391380256,2.65,1,0.693147180559945,0,2,5000,52,1162.15451513743,447.444804651047,4,2019,2018,1,2.73,2.11,1,1,1,0.6,0.6,0,1,soau,2023,1.25411391380256,1,0.6,26,13,Czech Republic,0,1,4708401.82920024,2971890.92351329,26_149,7.03938538135511,73.127448019403
592_T2_AH_20250827,26_149,2025,0.25,0,0.5,1,0,0,1,2500,52,1162.15451513743,447.444804651047,6,2019,2018,1,1.46,2.31,1,1,1,1,0.6,0,1,lade,2025,1e-04,0,0.8,26,13,Czech Republic,1,0,4708401.70639244,2971890.9446819,26_149,7.03938538135511,73.127448019403
593_T2_AH_20250827,26_149,2025,0.25,0,1.7,1,0,0,1,2500,52,1162.15451513743,447.444804651047,6,2019,2018,1,2.73,2.11,1,1,1,1,0.6,0,1,soau,2025,1e-04,0,0.8,26,13,Czech Republic,0,1,4708381.84710248,2971891.41148435,26_149,7.03938538135511,73.127448019403
594_T2_AH_20250827,26_149,2025,0.5,0.391165453422345,2.35,2,0.693147180559945,1,2,5000,52,1162.15451513743,447.444804651047,6,2019,2018,1,3.195,1.655,1,1,1,1,0.6,0.5,0.569148936170213,piab,2025,0.391165453422345,1,0.8,26,13,Czech Republic,0.569148936170213,0.430851063829787,4708381.94888281,2971870.82221317,26_149,7.03938538135511,73.127448019403
595_T2_AH_20250827,26_149,2025,0.75,0.433012701892219,2.4,3,1.09861228866811,1,3,7500,52,1162.15451513743,447.444804651047,6,2019,2018,1,2.52666666666667,2.8,1,1,1,1,0.6,0.333333333333333,0.375,lade,2025,0.433012701892219,1,0.8,26,13,Czech Republic,1,0,4708362.19557705,2971890.30400871,26_149,7.03938538135511,73.127448019403
596_T2_AH_20250827,26_149,2025,0.5,0,3,2,0.693147180559945,1,2,5000,52,1162.15451513743,447.444804651047,6,2019,2018,1,3.59,1.93,1,1,1,1,0.6,0.5,0.5,piab,2025,1e-04,0,0.8,26,13,Czech Republic,0.5,0.5,4708381.69570829,2971910.48783369,26_149,7.03938538135511,73.127448019403
13_26_150_1,26_150,2023,0,0,0,0,0,0,1e-04,0,112,1170.30875429808,957.01240880809,1,2022,2018,4,,,1,1,1,0,0,,,absp,2023,1e-04,0,0,26,13,Czech Republic,0,0,4708361.62332318,2972950.71108844,26_150,4.17078641566578,52.5452137185353
13_26_150_2,26_150,2023,0,0,0,0,0,0,1e-04,0,112,1170.30875429808,957.01240880809,1,2022,2018,4,,,1,1,1,0,0,,,absp,2023,1e-04,0,0,26,13,Czech Republic,0,0,4708341.79913955,2972950.90972762,26_150,4.17078641566578,52.5452137185353
13_26_150_3,26_150,2023,0,0,0,0,0,0,1e-04,0,112,1170.30875429808,957.01240880809,1,2022,2018,4,,,1,1,1,0,0,,,absp,2023,1e-04,0,0,26,13,Czech Republic,0,0,4708381.4284,2972950.8204419,26_150,4.17078641566578,52.5452137185353
13_26_150_4,26_150,2023,0,0,0,0,0,0,1e-04,0,112,1170.30875429808,957.01240880809,1,2022,2018,4,,,1,1,1,0,0,,,absp,2023,1e-04,0,0,26,13,Czech Republic,0,0,4708361.90207664,2972970.80558504,26_150,4.17078641566578,52.5452137185353
13_26_150_5,26_150,2023,0,0,0,0,0,0,1e-04,0,112,1170.30875429808,957.01240880809,1,2022,2018,4,,,1,1,1,0,0,,,absp,2023,1e-04,0,0,26,13,Czech Republic,0,0,4708361.16647016,2972930.30848771,26_150,4.17078641566578,52.5452137185353
803_T4_TP_20250827,26_150,2025,0.5,0,0.5,1,0,0,1,5000,112,1170.30875429808,957.01240880809,3,2022,2018,4,4.45,1.75,1,1,1,0.6,0.6,1,1,piab,2025,1e-04,0,0.6,26,13,Czech Republic,1,0,4708341.80235239,2972950.91788424,26_150,4.17078641566578,52.5452137185353
804_T4_TP_20250827,26_150,2025,0.25,0,0.3,1,0,0,1,2500,112,1170.30875429808,957.01240880809,3,2022,2018,4,4.45,1.75,1,1,1,0.6,0.6,1,1,piab,2025,1e-04,0,0.6,26,13,Czech Republic,1,0,4708361.66937293,2972950.74355347,26_150,4.17078641566578,52.5452137185353
805_T4_TP_20250827,26_150,2025,0,0,0,0,0,0,1e-04,0,112,1170.30875429808,957.01240880809,3,2022,2018,4,,,1,1,1,0.6,0.6,,,"",2025,1e-04,0,0.6,26,13,Czech Republic,0,0,4708361.17809793,2972930.33936514,26_150,4.17078641566578,52.5452137185353
806_T4_TP_20250827,26_150,2025,2,0.142433861503469,0.65,2,0.562335144618808,0.811278124459133,1.75476535060332,20000,112,1170.30875429808,957.01240880809,3,2022,2018,4,2.5675,1.6075,1,1,1,0.6,0.6,0.5,0.778846153846154,besp,2025,0.142433861503469,1,0.6,26,13,Czech Republic,0.221153846153846,0.778846153846154,4708381.44167201,2972950.8013584,26_150,4.17078641566578,52.5452137185353
807_T4_TP_20250827,26_150,2025,0,0,0,0,0,0,1e-04,0,112,1170.30875429808,957.01240880809,3,2022,2018,4,,,1,1,1,0.6,0.6,,,"",2025,1e-04,0,0.6,26,13,Czech Republic,0,0,4708361.90782212,2972970.82641564,26_150,4.17078641566578,52.5452137185353
13_26_151_1,26_151,2023,0.75,0,3,1,0,0,1,7500,47,1177.73878761218,399.069814922974,4,2019,2018,1,1.46,2.31,1,1,1,0.6,0.6,0,1,lade,2023,1e-04,0,0.6,26,13,Czech Republic,1,0,4708221.79504494,2972590.86211011,26_151,3.92347053994006,8.55601895282861
13_26_151_2,26_151,2023,0.75,0.182321137638829,0.633333333333333,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,47,1177.73878761218,399.069814922974,4,2019,2018,1,1.6,3.66333333333333,1,1,1,0.6,0.6,0,0.701754385964912,pisy,2023,0.182321137638829,1,0.6,26,13,Czech Republic,1,0,4708221.82809451,2972570.89925629,26_151,3.92347053994006,8.55601895282861
13_26_151_3,26_151,2023,0.25,0,0.7,1,0,0,1,2500,47,1177.73878761218,399.069814922974,4,2019,2018,1,4.45,1.75,1,1,1,0.6,0.6,1,1,piab,2023,1e-04,0,0.6,26,13,Czech Republic,1,0,4708221.86965975,2972610.76860254,26_151,3.92347053994006,8.55601895282861
13_26_151_4,26_151,2023,1.5,0,0.5,2,0.636514168294813,0.918295834054489,1.88988157484231,15000,47,1177.73878761218,399.069814922974,4,2019,2018,1,2.45666666666667,2.12333333333333,1,1,1,0.6,0.6,0.5,0.666666666666667,lade,2023,1e-04,0,0.6,26,13,Czech Republic,1,0,4708241.81619483,2972590.74341115,26_151,4.84923960649638,27.8488349891294
13_26_151_5,26_151,2023,2.25,0.206896551724138,0.322222222222222,2,0.348832095843032,0.503258334775646,1.41741118113173,22500,47,1177.73878761218,399.069814922974,4,2019,2018,1,2.92111111111111,2.07,1,1,1,0.6,0.6,0.5,0.85823754789272,soau,2023,0.206896551724138,1,0.6,26,13,Czech Republic,0.14176245210728,0.85823754789272,4708201.25294258,2972590.85700861,26_151,3.92347053994006,8.55601895282861
808_T4_TP_20250827,26_151,2025,0,0,0,0,0,0,1e-04,0,47,1177.73878761218,399.069814922974,6,2019,2018,1,,,1,1,1,0.8,0.8,,,"",2025,1e-04,0,0.8,26,13,Czech Republic,0,0,4708201.242987,2972590.84819443,26_151,3.92347053994006,8.55601895282861
809_T4_TP_20250827,26_151,2025,1.75,1.99862987222159e-16,0.3,3,1.07899220787758,0.982141032834875,2.94171342108318,17500,47,1177.73878761218,399.069814922974,6,2019,2018,1,2.85857142857143,2.06428571428571,1,1,1,0.8,0.8,0.333333333333333,0.428571428571429,soau,2025,1.99862987222159e-16,1,0.8,26,13,Czech Republic,0.571428571428571,0.428571428571429,4708221.8176131,2972590.89458372,26_151,3.92347053994006,8.55601895282861
810_T4_TP_20250827,26_151,2025,0.75,0.203770683243397,0.566666666666667,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,47,1177.73878761218,399.069814922974,6,2019,2018,1,2.21333333333333,2.76,1,1,1,0.8,0.8,0,0.627450980392157,qusp,2025,0.203770683243397,1,0.8,26,13,Czech Republic,0.372549019607843,0.627450980392157,4708221.67625263,2972570.97564566,26_151,3.92347053994006,8.55601895282861
811_T4_TP_20250827,26_151,2025,1.25,0.670680682659387,0.98,2,0.673011667009257,0.970950594454669,1.96013170420779,12500,47,1177.73878761218,399.069814922974,6,2019,2018,1,2.222,2.19,1,1,1,0.8,0.8,0,0.546938775510204,lade,2025,0.670680682659387,1,0.8,26,13,Czech Republic,0.546938775510204,0.453061224489796,4708241.81706145,2972590.74587452,26_151,4.84923960649638,27.8488349891294
812_T4_TP_20250827,26_151,2025,1.25,0.891641372682829,0.86,3,1.05492016798614,0.960229717860761,2.87174588749259,12500,47,1177.73878761218,399.069814922974,6,2019,2018,1,3.214,2.262,1,1,1,0.8,0.8,0.333333333333333,0.595348837209302,piab,2025,0.891641372682829,1,0.8,26,13,Czech Republic,0.595348837209302,0.404651162790698,4708221.90148693,2972610.79412694,26_151,3.92347053994006,8.55601895282861
13_26_152_1,26_152,2023,0.5,1.15708382375981,1.65,1,0.693147180559945,0,2,5000,41,1161.19766005746,353.083729069617,4,2019,2018,1,1.94,1.56,1,1,1,0.2,0.2,0,1,besp,2023,1.15708382375981,1,0.2,26,13,Czech Republic,0,1,4708481.80916542,2972570.75533499,26_152,7.78959518882506,51.6096305291606
13_26_152_2,26_152,2023,0,0,0,0,0,0,1e-04,0,41,1161.19766005746,353.083729069617,4,2019,2018,1,,,1,1,1,0.2,0.2,,,absp,2023,1e-04,0,0.2,26,13,Czech Republic,0,0,4708481.95013621,2972590.58942897,26_152,7.78959518882506,51.6096305291606
13_26_152_3,26_152,2023,0,0,0,0,0,0,1e-04,0,41,1161.19766005746,353.083729069617,4,2019,2018,1,,,1,1,1,0.2,0.2,,,absp,2023,1e-04,0,0.2,26,13,Czech Republic,0,0,4708481.71873453,2972550.86432122,26_152,7.78959518882506,51.6096305291606
13_26_152_4,26_152,2023,0.5,0,1.2,1,0,0,1,5000,41,1161.19766005746,353.083729069617,4,2019,2018,1,1.94,1.56,1,1,1,0.2,0.2,0,1,besp,2023,1e-04,0,0.2,26,13,Czech Republic,0,1,4708501.75235956,2972570.75442251,26_152,7.78959518882506,51.6096305291606
13_26_152_5,26_152,2023,0.25,0,0.5,1,0,0,1,2500,41,1161.19766005746,353.083729069617,4,2019,2018,1,4.45,1.75,1,1,1,0.2,0.2,1,1,piab,2023,1e-04,0,0.2,26,13,Czech Republic,1,0,4708461.72771286,2972570.77276868,26_152,7.78959518882506,51.6096305291606
597_T2_AH_20250827,26_152,2025,0.5,0,1.2,1,0,0,1,5000,41,1161.19766005746,353.083729069617,6,2019,2018,1,4.45,1.75,1,1,1,0.6,0.6,1,1,piab,2025,1e-04,0,0.6,26,13,Czech Republic,1,0,4708461.51050203,2972570.77161786,26_152,7.78959518882506,51.6096305291606
598_T2_AH_20250827,26_152,2025,0.5,0.372161463782394,0.95,2,0.693147180559945,1,2,5000,41,1161.19766005746,353.083729069617,6,2019,2018,1,1.7,1.935,1,1,1,0.6,0.6,0,0.565789473684211,lade,2025,0.372161463782394,1,0.6,26,13,Czech Republic,0.565789473684211,0.434210526315789,4708482.17925523,2972590.49753322,26_152,7.78959518882506,51.6096305291606
599_T2_AH_20250827,26_152,2025,0,0,0,0,0,0,1e-04,0,41,1161.19766005746,353.083729069617,6,2019,2018,1,,,1,1,1,0.6,0.6,,,"",2025,1e-04,0,0.6,26,13,Czech Republic,0,0,4708501.82930971,2972570.89271143,26_152,7.78959518882506,51.6096305291606
600_T2_AH_20250827,26_152,2025,0.75,1.94248565072931e-16,0.7,1,0,0,1,7500,41,1161.19766005746,353.083729069617,6,2019,2018,1,4.45,1.75,1,1,1,0.6,0.6,1,1,piab,2025,1.94248565072931e-16,1,0.6,26,13,Czech Republic,1,0,4708481.81330574,2972570.91237384,26_152,7.78959518882506,51.6096305291606
601_T2_AH_20250827,26_152,2025,0,0,0,0,0,0,1e-04,0,41,1161.19766005746,353.083729069617,6,2019,2018,1,,,1,1,1,0.6,0.6,,,"",2025,1e-04,0,0.6,26,13,Czech Republic,0,0,4708481.54869336,2972550.85498558,26_152,7.78959518882506,51.6096305291606
13_26_153_1,26_153,2023,0.5,0.879105727961654,1.85,2,0.693147180559945,1,2,5000,33,1164.41155487142,283.404951298719,3,2020,2018,2,3.115,3.37,1,1,1,0.6,0.8,0,0.655405405405405,fasy,2023,0.879105727961654,1,0.7,26,13,Czech Republic,0.344594594594595,0.655405405405405,4712081.70297457,2961570.93291986,26_153,4.84856512149266,320.672641522463
13_26_153_2,26_153,2023,0.75,1.94248565072931e-16,0.7,1,0,0,1,7500,33,1164.41155487142,283.404951298719,3,2020,2018,2,1.67,4.34,1,1,1,0.6,0.8,0,1,pisy,2023,1.94248565072931e-16,1,0.7,26,13,Czech Republic,1,0,4712081.45361313,2961550.86981391,26_153,4.84856512149266,320.672641522463
13_26_153_3,26_153,2023,0.25,0,0.5,1,0,0,1,2500,33,1164.41155487142,283.404951298719,3,2020,2018,2,4.45,1.75,1,1,1,0.6,0.8,1,1,piab,2023,1e-04,0,0.7,26,13,Czech Republic,1,0,4712061.6732917,2961570.77520173,26_153,4.84856512149266,320.672641522463
13_26_153_4,26_153,2023,0.75,0.666173387526491,2.16666666666667,3,1.09861228866811,1,3,7500,33,1164.41155487142,283.404951298719,3,2020,2018,2,2.27666666666667,1.97,1,1,1,0.6,0.8,0,0.397435897435897,besp,2023,0.666173387526491,1,0.7,26,13,Czech Republic,0,1,4712081.58221129,2961590.79501637,26_153,4.84856512149266,320.672641522463
13_26_153_5,26_153,2023,1.5,0.332346171197099,0.816666666666667,4,1.242453324894,0.896240625180289,3.46410161513775,15000,33,1164.41155487142,283.404951298719,3,2020,2018,2,2.46333333333333,2.255,1,1,1,0.6,0.8,0,0.525510204081633,besp,2023,0.332346171197099,1,0.7,26,13,Czech Republic,0.134353741496599,0.865646258503401,4712101.62991314,2961570.64301959,26_153,4.84856512149266,320.672641522463
728_T4_TP_20250827,26_153,2025,1.25,0.98373875367593,0.62,3,0.950270539233235,0.864973520717927,2.58640928985893,12500,33,1164.41155487142,283.404951298719,5,2020,2018,2,2.28,3.266,1,1,1,1,0.8,0.333333333333333,0.445161290322581,pisy,2025,0.98373875367593,1,0.9,26,13,Czech Republic,0.819354838709678,0.180645161290323,4712061.72559823,2961570.80080609,26_153,4.84856512149266,320.672641522463
729_T4_TP_20250827,26_153,2025,4.75,0.139261947077977,1.64736842105263,3,0.409458618695089,0.372705296416711,1.50600224291366,47500,33,1164.41155487142,283.404951298719,5,2020,2018,2,1.93289473684211,1.73578947368421,1,1,1,1,0.8,0,0.909029762905667,besp,2025,0.139261947077977,1,0.9,26,13,Czech Republic,0.053472338994451,0.946527661005549,4712081.47804382,2961550.91673028,26_153,4.84856512149266,320.672641522463
730_T4_TP_20250827,26_153,2025,1.25,0,3,2,0.673011667009257,0.970950594454669,1.96013170420779,12500,33,1164.41155487142,283.404951298719,5,2020,2018,2,2.826,3.564,1,1,1,1,0.8,0,0.6,pisy,2025,1e-04,0,0.9,26,13,Czech Republic,0.6,0.4,4712081.71773818,2961570.93535571,26_153,4.84856512149266,320.672641522463
731_T4_TP_20250827,26_153,2025,4,0.182456140350877,1.78125,3,0.830523691482846,0.755975242630612,2.29452004628532,40000,33,1164.41155487142,283.404951298719,5,2020,2018,2,2.156875,2.90625,1,1,1,1,0.8,0,0.610745614035088,saca,2025,0.182456140350877,1,0.9,26,13,Czech Republic,0.305372807017544,0.694627192982456,4712101.58392542,2961570.66639845,26_153,4.84856512149266,320.672641522463
732_T4_TP_20250827,26_153,2025,1.5,0.302995457343283,2.35,4,1.56071040904141,1.12581458369391,4.7622031559046,15000,33,1164.41155487142,283.404951298719,5,2020,2018,2,2.70916666666667,2.64333333333333,1,1,1,1,0.8,0.4,0.333333333333333,piab,2025,0.302995457343283,1,0.9,26,13,Czech Republic,0.620567375886525,0.379432624113475,4712081.55924796,2961590.7867064,26_153,4.84856512149266,320.672641522463
13_26_154_1,26_154,2023,2.75,0.121910112116641,0.663636363636364,2,0.474139313057837,0.684038435639042,1.60663079608635,27500,49,1163.96227587806,420.975842735417,1,2022,2018,4,1.71909090909091,3.83454545454545,1,1,1,0,0,0,0.840597758405978,pisy,2023,0.121910112116641,1,0,26,13,Czech Republic,0.840597758405978,0.159402241594022,4712141.74406404,2961870.81005214,26_154,3.86931041359165,35.9977009851834
13_26_154_2,26_154,2023,0,0,0,0,0,0,1e-04,0,49,1163.96227587806,420.975842735417,1,2022,2018,4,,,1,1,1,0,0,,,absp,2023,1e-04,0,0,26,13,Czech Republic,0,0,4712122.13678934,2961870.70488285,26_154,3.06697250414779,349.039304682325
13_26_154_3,26_154,2023,1.25,0.607454243101648,1.56,3,1.05492016798614,0.960229717860761,2.87174588749259,12500,49,1163.96227587806,420.975842735417,1,2022,2018,4,1.64,2.972,1,1,1,0,0,0,0.417948717948718,lade,2023,0.607454243101648,1,0,26,13,Czech Republic,0.707692307692308,0.292307692307692,4712141.34277618,2961850.78567744,26_154,3.86931041359165,35.9977009851834
13_26_154_4,26_154,2023,1.75,1.33241991481439e-16,0.9,2,0.682908104700472,0.985228136034251,1.97962633005252,17500,49,1163.96227587806,420.975842735417,1,2022,2018,4,1.58,3.47,1,1,1,0,0,0,0.571428571428571,pisy,2023,1.33241991481439e-16,1,0,26,13,Czech Republic,1,0,4712141.43267933,2961890.94587114,26_154,3.86931041359165,35.9977009851834
13_26_154_5,26_154,2023,1.25,0,0.9,1,0,0,1,12500,49,1163.96227587806,420.975842735417,1,2022,2018,4,1.67,4.34,1,1,1,0,0,0,1,pisy,2023,1e-04,0,0,26,13,Czech Republic,1,0,4712161.83979698,2961870.76387294,26_154,3.86931041359165,35.9977009851834
520_T2_AH_20250827,26_154,2025,4,0.338527031364096,0.55,3,0.831402520495638,0.756775187271552,2.29653742340736,40000,49,1163.96227587806,420.975842735417,3,2022,2018,4,1.781875,3.55625,1,1,1,0.4,0,0,0.65625,pisy,2025,0.338527031364096,1,0.2,26,13,Czech Republic,0.65625,0.34375,4712122.29150533,2961870.72234566,26_154,3.06697250414779,349.039304682325
521_T2_AH_20250827,26_154,2025,2,0.396780042759665,1.4,4,1.07354284640852,0.774397470347699,2.92572655996732,20000,49,1163.96227587806,420.975842735417,3,2022,2018,4,2.16,2.025,1,1,1,0.4,0,0.25,0.691964285714286,besp,2025,0.396780042759665,1,0.2,26,13,Czech Republic,0.308035714285714,0.691964285714286,4712141.45962841,2961890.95513201,26_154,3.86931041359165,35.9977009851834
522_T2_AH_20250827,26_154,2025,3.5,0.312976656719877,1.69285714285714,3,0.895332665968091,0.81496691344454,2.4481500702262,35000,49,1163.96227587806,420.975842735417,3,2022,2018,4,1.77428571428571,3.84607142857143,1,1,1,0.4,0,0,0.814798071127185,pisy,2025,0.312976656719877,1,0.2,26,13,Czech Republic,0.814798071127185,0.185201928872815,4712161.63206501,2961870.8925076,26_154,3.86931041359165,35.9977009851834
523_T2_AH_20250827,26_154,2025,1.25,0.359162332790273,1.22,2,0.673011667009257,0.970950594454669,1.96013170420779,12500,49,1163.96227587806,420.975842735417,3,2022,2018,4,1.778,3.228,1,1,1,0.4,0,0,0.521311475409836,pisy,2025,0.359162332790273,1,0.2,26,13,Czech Republic,0.521311475409836,0.478688524590164,4712141.70021635,2961871.06860484,26_154,3.86931041359165,35.9977009851834
524_T2_AH_20250827,26_154,2025,1.25,0.440914812464747,1.42,2,0.500402423538188,0.721928094887362,1.64938488846612,12500,49,1163.96227587806,420.975842735417,3,2022,2018,4,1.886,2.116,1,1,1,0.4,0,0,0.87887323943662,besp,2025,0.440914812464747,1,0.2,26,13,Czech Republic,0.12112676056338,0.87887323943662,4712141.20070432,2961850.64656651,26_154,3.86931041359165,35.9977009851834
13_26_155_1,26_155,2023,0.75,0.314918328648887,0.366666666666667,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,48,1176.76997507631,407.896199058675,3,2020,2018,2,2.59666666666667,3.47666666666667,1,1,1,1,1,0.5,0.606060606060606,pisy,2023,0.314918328648887,1,1,26,13,Czech Republic,1,0,4708381.75616828,2962110.98015915,26_155,5.2899589754178,259.821431749084
13_26_155_2,26_155,2023,0.75,0.322242010710489,1.43333333333333,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,48,1176.76997507631,407.896199058675,3,2020,2018,2,2.77666666666667,1.62333333333333,1,1,1,1,1,0.5,0.728682170542636,besp,2023,0.322242010710489,1,1,26,13,Czech Republic,0.271317829457364,0.728682170542636,4708361.98527452,2962110.97732565,26_155,5.2899589754178,259.821431749084
13_26_155_3,26_155,2023,0.5,0.565685424949238,0.5,2,0.693147180559945,1,2,5000,48,1176.76997507631,407.896199058675,3,2020,2018,2,3.52,2.3675,1,1,1,1,1,0.5,0.6,piab,2023,0.565685424949238,1,1,26,13,Czech Republic,0.6,0.4,4708381.99316468,2962130.93409191,26_155,4.55776019832593,294.039655382736
13_26_155_4,26_155,2023,0.25,0,0.5,1,0,0,1,2500,48,1176.76997507631,407.896199058675,3,2020,2018,2,4.45,1.75,1,1,1,1,1,1,1,piab,2023,1e-04,0,1,26,13,Czech Republic,1,0,4708402.10405937,2962110.8143129,26_155,5.2899589754178,259.821431749084
13_26_155_5,26_155,2023,0.5,0,0.7,1,0,0,1,5000,48,1176.76997507631,407.896199058675,3,2020,2018,2,4.45,1.75,1,1,1,1,1,1,1,piab,2023,1e-04,0,1,26,13,Czech Republic,1,0,4708381.84667733,2962090.6620211,26_155,5.2899589754178,259.821431749084
508_T2_AH_20250827,26_155,2025,0.25,0,1.2,1,0,0,1,2500,48,1176.76997507631,407.896199058675,5,2020,2018,2,4.45,1.75,1,1,1,1,1,1,1,piab,2025,1e-04,0,1,26,13,Czech Republic,1,0,4708402.05106073,2962111.03470555,26_155,5.2899589754178,259.821431749084
509_T2_AH_20250827,26_155,2025,0.5,0.176776695296637,0.8,2,0.693147180559945,1,2,5000,48,1176.76997507631,407.896199058675,5,2020,2018,2,3.06,3.045,1,1,1,1,1,0.5,0.53125,piab,2025,0.176776695296637,1,1,26,13,Czech Republic,1,0,4708381.90688817,2962090.50854416,26_155,5.2899589754178,259.821431749084
715_T4_TP_20250827,26_155,2025,1.75,1.4107975568623e-16,1.7,2,0.682908104700472,0.985228136034251,1.97962633005252,17500,48,1176.76997507631,407.896199058675,5,2020,2018,2,3.25857142857143,2.86,1,1,1,1,1,0.5,0.571428571428571,piab,2025,1.4107975568623e-16,1,1,26,13,Czech Republic,1,0,4708381.96958861,2962130.96118958,26_155,4.55776019832593,294.039655382736
716_T4_TP_20250827,26_155,2025,0.75,0.188266392127052,1.53333333333333,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,48,1176.76997507631,407.896199058675,5,2020,2018,2,2.59666666666667,3.47666666666667,1,1,1,1,1,0.5,0.702898550724638,pisy,2025,0.188266392127052,1,1,26,13,Czech Republic,1,0,4708381.76966021,2962110.95732606,26_155,5.2899589754178,259.821431749084
717_T4_TP_20250827,26_155,2025,0.25,0,3,1,0,0,1,2500,48,1176.76997507631,407.896199058675,5,2020,2018,2,4.45,1.75,1,1,1,1,1,1,1,piab,2025,1e-04,0,1,26,13,Czech Republic,1,0,4708362.00292508,2962111.00126165,26_155,5.2899589754178,259.821431749084
