species_id,species,vegtype,hgt,n,dbh,dmg_bool,celkovy_pocet_poskoz,percentage_damage,dmg_jedinec,dmg_type,dmg_terminal,dmg_term_similar,tot_dmg_terminal,dmg_foliage,dmg_foliage_similar,tot_dmg_foliage,dmg_foliage_leaf_int,dmg_stem,dmg_stem_numeric,dmg_stem_cause,dmg_stem_horizont,dmg_stem_vertical,dmg_stem_grass,dmg_term_sample,dmg_stem_sample,dmg_foliage_sample,subplot,stump,clear,grndwrk,logging_trail,windthrow,standing_deadwood,planting,anti_browsing,comments,photo_sur_n,photo_sur_e,photo_sur_s,photo_sur_w,time,x,y,photo_e,photo_n,naruseni,plot,n_plots,hgt_est,dbh_est
24,DB,small,0.8–1.0,3,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,381_T2_AH_20250827,NA,1,1,NA,1,NA,1,1,Oplocenka,DCIM/context_n20250709111525825.jpg,DCIM/context_e20250709111519478.jpg,DCIM/context_s20250709111514735.jpg,DCIM/context_w20250709111509555.jpg,2025-07-09T11:14:11Z,15.94966702,49.0347718,DCIM/plot_e_20250709111246225.jpg,DCIM/plot_n_20250709111254779.jpg,TRUE,50,5,0.9,0.9
24,DB,small,1.3–2.0,3,NA,1,1,33.33333333333333,1,olistení,NA,NA,0,20-40,NA,1,60-80,NA,0,NA,NA,NA,NA,NA,NA,T2382ODB4,382_T2_AH_20250827,NA,1,NA,NA,1,NA,1,1,Oplocenka,DCIM/context_n20250709112504263.jpg,DCIM/context_e20250709112459018.jpg,DCIM/context_s20250709112454006.jpg,DCIM/context_w20250709112447879.jpg,2025-07-09T11:23:56Z,15.949396460000001,49.03478424,DCIM/plot_e_20250709111802168.jpg,DCIM/plot_n_20250709111810938.jpg,TRUE,50,5,1.7,1.7
10,BR,small,0.4–0.6,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,382_T2_AH_20250827,NA,1,NA,NA,1,NA,1,1,Oplocenka,DCIM/context_n20250709112504263.jpg,DCIM/context_e20250709112459018.jpg,DCIM/context_s20250709112454006.jpg,DCIM/context_w20250709112447879.jpg,2025-07-09T11:23:56Z,15.949396460000001,49.03478424,DCIM/plot_e_20250709111802168.jpg,DCIM/plot_n_20250709111810938.jpg,TRUE,50,5,0.5,0.5
24,DB,small,1.3–2.0,2,NA,1,2,100,1,olistení,NA,NA,0,40-60,1,2,20-40,NA,0,NA,NA,NA,NA,NA,NA,T2383ODB4,383_T2_AH_20250827,NA,NA,1,NA,NA,NA,1,1,"Oplocenka, na ploše bez černý 150 cm",DCIM/context_n20250709113519875.jpg,DCIM/context_e20250709113514295.jpg,DCIM/context_s20250709113509433.jpg,DCIM/context_w20250709113503813.jpg,2025-07-09T11:33:34Z,15.94912266,49.03480418,DCIM/plot_e_20250709112703147.jpg,DCIM/plot_n_20250709112710182.jpg,TRUE,50,5,1.7,1.7
24,DB,small,1.3–2.0,6,NA,1,6,100,1,olistení,NA,NA,0,0-20,5,6,0-20,NA,0,NA,NA,NA,NA,NA,NA,T2384ODB4,384_T2_AH_20250827,NA,NA,1,NA,1,0,1,1,Oplocenka,DCIM/context_n20250709114455706.jpg,DCIM/context_e20250709114450427.jpg,DCIM/context_s20250709114445602.jpg,DCIM/context_w20250709114440937.jpg,2025-07-09T11:43:50Z,15.94941317,49.03496594,DCIM/plot_e_20250709113846971.jpg,DCIM/plot_n_20250709113854187.jpg,TRUE,50,5,1.7,1.7
7,OL,mature,NA,1,10–20cm,1,0,0,1,terminal,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,385_T2_AH_20250827,NA,NA,1,NA,NA,1,NA,0,NA,DCIM/context_n20250709120710591.jpg,DCIM/context_e20250709120704270.jpg,DCIM/context_s20250709120658073.jpg,DCIM/context_w20250709120651729.jpg,2025-07-09T12:06:04Z,15.95078707,49.03723435,DCIM/plot_e_20250709120335004.jpg,DCIM/plot_n_20250709120343358.jpg,TRUE,51,5,10,15
10,BR,small,0.8–1.0,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,385_T2_AH_20250827,NA,NA,1,NA,NA,1,NA,0,NA,DCIM/context_n20250709120710591.jpg,DCIM/context_e20250709120704270.jpg,DCIM/context_s20250709120658073.jpg,DCIM/context_w20250709120651729.jpg,2025-07-09T12:06:04Z,15.95078707,49.03723435,DCIM/plot_e_20250709120335004.jpg,DCIM/plot_n_20250709120343358.jpg,TRUE,51,5,0.9,0.9
7,OL,small,1.3–2.0,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,386_T2_AH_20250827,NA,NA,1,NA,NA,NA,1,0,NA,DCIM/context_n20250709121227262.jpg,DCIM/context_e20250709121220897.jpg,DCIM/context_s20250709121215651.jpg,DCIM/context_w20250709121210509.jpg,2025-07-09T12:11:37Z,15.95105872,49.03722302,DCIM/plot_e_20250709121036982.jpg,DCIM/plot_n_20250709121044918.jpg,TRUE,51,5,1.7,1.7
7,OL,small,1.3–2.0,1,NA,1,1,100,1,olistení,NA,NA,0,0-20,NA,1,20-40,NA,0,NA,NA,NA,NA,NA,NA,T2388OOL4,388_T2_AH_20250827,NA,NA,1,NA,NA,NA,1,0,NA,DCIM/context_n20250709122221891.jpg,DCIM/context_e20250709122217093.jpg,DCIM/context_s20250709122211782.jpg,DCIM/context_w20250709122205943.jpg,2025-07-09T12:21:36Z,15.95132862,49.03720764,DCIM/plot_e_20250709121836282.jpg,DCIM/plot_n_20250709121842648.jpg,TRUE,51,5,1.7,1.7
7,OL,advanced,2–4,1,NA,1,1,100,1,olistení,NA,NA,0,0-20,NA,1,0-20,NA,0,NA,NA,NA,NA,NA,NA,T2389POL4,389_T2_AH_20250827,NA,NA,1,NA,NA,1,1,0,NA,DCIM/context_n20250709123204640.jpg,DCIM/context_e20250709123155287.jpg,DCIM/context_s20250709123149591.jpg,DCIM/context_w20250709123143652.jpg,2025-07-09T12:31:12Z,15.9510302,49.03704294,DCIM/plot_e_20250709122454471.jpg,DCIM/plot_n_20250709122501422.jpg,TRUE,51,5,3,3
7,OL,small,1.0–1.3,1,NA,1,1,100,1,olistení,NA,NA,0,0-20,NA,1,0-20,NA,0,NA,NA,NA,NA,NA,NA,T2389OOL4,389_T2_AH_20250827,NA,NA,1,NA,NA,1,1,0,NA,DCIM/context_n20250709123204640.jpg,DCIM/context_e20250709123155287.jpg,DCIM/context_s20250709123149591.jpg,DCIM/context_w20250709123143652.jpg,2025-07-09T12:31:12Z,15.9510302,49.03704294,DCIM/plot_e_20250709122454471.jpg,DCIM/plot_n_20250709122501422.jpg,TRUE,51,5,1.2,1.2
27,JIV,small,1.0–1.3,3,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,391_T2_AH_20250827,NA,1,NA,NA,NA,NA,NA,1,Oplocenka,DCIM/context_n20250709144402712.jpg,DCIM/context_e20250709144357415.jpg,DCIM/context_s20250709144353006.jpg,DCIM/context_w20250709144346706.jpg,2025-07-09T14:42:53Z,15.79222365,49.43364403,DCIM/plot_e_20250709144133017.jpg,DCIM/plot_n_20250709144146700.jpg,TRUE,53,5,1.2,1.2
4,KL,small,0.6–0.8,2,NA,1,1,50,1,olistení,NA,NA,0,20-40,NA,1,20-40,NA,0,NA,NA,NA,NA,NA,NA,NA,392_T2_AH_20250827,NA,1,NA,NA,NA,NA,1,1,Oplocenka,DCIM/context_n20250709145106327.jpg,DCIM/context_e20250709145056406.jpg,DCIM/context_s20250709145145154.jpg,DCIM/context_w20250709145047277.jpg,2025-07-09T14:50:10Z,15.79197092,49.43383803,DCIM/plot_e_20250709144617049.jpg,DCIM/plot_n_20250709144626489.jpg,TRUE,53,5,0.7,0.7
4,KL,small,0.4–0.6,3,NA,1,1,33.33333333333333,1,kmen,NA,NA,0,NA,NA,0,NA,stare,1,mechanizace,NA,NA,NA,NA,NA,NA,393_T2_AH_20250827,NA,1,NA,NA,NA,NA,1,1,Oplocenka,DCIM/context_n20250709150326287.jpg,DCIM/context_e20250709150320089.jpg,DCIM/context_s20250709150314592.jpg,DCIM/context_w20250709150307639.jpg,2025-07-09T15:02:30Z,15.79228137,49.43399828,DCIM/plot_e_20250709150000374.jpg,DCIM/plot_n_20250709150012655.jpg,TRUE,53,5,0.5,0.5
10,BR,advanced,2–4,1,NA,1,1,100,1,olistení,NA,NA,0,0-20,NA,1,0-20,NA,0,NA,NA,NA,NA,NA,NA,T2394PBR4,394_T2_AH_20250827,NA,1,NA,NA,NA,NA,NA,1,Oplocenka,DCIM/context_n20250709151555102.jpg,DCIM/context_e20250709151550376.jpg,DCIM/context_s20250709151544027.jpg,DCIM/context_w20250709151537349.jpg,2025-07-09T15:15:04Z,15.7922509,49.433823,DCIM/plot_e_20250709151250389.jpg,DCIM/plot_n_20250709151256488.jpg,TRUE,53,5,3,3
27,JIV,small,0.8–1.0,2,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,394_T2_AH_20250827,NA,1,NA,NA,NA,NA,NA,1,Oplocenka,DCIM/context_n20250709151555102.jpg,DCIM/context_e20250709151550376.jpg,DCIM/context_s20250709151544027.jpg,DCIM/context_w20250709151537349.jpg,2025-07-09T15:15:04Z,15.7922509,49.433823,DCIM/plot_e_20250709151250389.jpg,DCIM/plot_n_20250709151256488.jpg,TRUE,53,5,0.9,0.9
27,JIV,small,0.6–0.8,2,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,394_T2_AH_20250827,NA,1,NA,NA,NA,NA,NA,1,Oplocenka,DCIM/context_n20250709151555102.jpg,DCIM/context_e20250709151550376.jpg,DCIM/context_s20250709151544027.jpg,DCIM/context_w20250709151537349.jpg,2025-07-09T15:15:04Z,15.7922509,49.433823,DCIM/plot_e_20250709151250389.jpg,DCIM/plot_n_20250709151256488.jpg,TRUE,53,5,0.7,0.7
27,JIV,small,0.8–1.0,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,395_T2_AH_20250827,NA,1,NA,NA,NA,NA,1,1,Oplocenka,DCIM/context_n20250709152658593.jpg,DCIM/context_e20250709152653048.jpg,DCIM/context_s20250709152648125.jpg,DCIM/context_w20250709152642829.jpg,2025-07-09T15:25:54Z,15.79252692,49.43381063,DCIM/plot_e_20250709152249646.jpg,DCIM/plot_n_20250709152256276.jpg,TRUE,53,5,0.9,0.9
4,KL,small,0.8–1.0,1,NA,1,1,100,1,olistení,NA,NA,0,0-20,NA,1,40-60,NA,0,NA,NA,NA,NA,NA,NA,NA,395_T2_AH_20250827,NA,1,NA,NA,NA,NA,1,1,Oplocenka,DCIM/context_n20250709152658593.jpg,DCIM/context_e20250709152653048.jpg,DCIM/context_s20250709152648125.jpg,DCIM/context_w20250709152642829.jpg,2025-07-09T15:25:54Z,15.79252692,49.43381063,DCIM/plot_e_20250709152249646.jpg,DCIM/plot_n_20250709152256276.jpg,TRUE,53,5,0.9,0.9
35,OL,small,1.0–1.3,3,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,396_T2_AH_20250827,NA,1,NA,NA,1,NA,NA,0,Krušina,DCIM/context_n20250715082403366.jpg,DCIM/context_e20250715082356735.jpg,DCIM/context_s20250715082349867.jpg,DCIM/context_w20250715082344320.jpg,2025-07-15T08:23:07Z,15.22193525,49.33555932,DCIM/plot_e_20250715081904616.jpg,DCIM/plot_n_20250715081928722.jpg,TRUE,54,5,1.2,1.2
10,BR,small,1.3–2.0,2,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,397_T2_AH_20250827,NA,1,NA,NA,NA,NA,NA,0,Krušina 2 ks 2m,DCIM/context_n20250715083105930.jpg,DCIM/context_e20250715083059432.jpg,DCIM/context_s20250715083052632.jpg,DCIM/context_w20250715083048693.jpg,2025-07-15T08:29:39Z,15.22163497,49.33539342,DCIM/plot_e_20250715082823272.jpg,DCIM/plot_n_20250715082832861.jpg,TRUE,54,5,1.7,1.7
10,BR,advanced,2–4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,398_T2_AH_20250827,NA,1,NA,NA,NA,NA,NA,0,NA,DCIM/context_n20250715083640401.jpg,DCIM/context_e20250715083635454.jpg,DCIM/context_s20250715083630360.jpg,DCIM/context_w20250715083625298.jpg,2025-07-15T08:36:11Z,15.22191515,49.33537795,DCIM/plot_e_20250715083434865.jpg,DCIM/plot_n_20250715083444370.jpg,TRUE,54,5,3,3
10,BR,small,1.3–2.0,3,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,398_T2_AH_20250827,NA,1,NA,NA,NA,NA,NA,0,NA,DCIM/context_n20250715083640401.jpg,DCIM/context_e20250715083635454.jpg,DCIM/context_s20250715083630360.jpg,DCIM/context_w20250715083625298.jpg,2025-07-15T08:36:11Z,15.22191515,49.33537795,DCIM/plot_e_20250715083434865.jpg,DCIM/plot_n_20250715083444370.jpg,TRUE,54,5,1.7,1.7
10,BR,small,1.0–1.3,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,401_T2_AH_20250827,NA,NA,1,NA,NA,NA,1,1,Oplocenka,DCIM/context_n20250715093129057.jpg,DCIM/context_e20250715093123744.jpg,DCIM/context_s20250715093118303.jpg,DCIM/context_w20250715093112417.jpg,2025-07-15T09:29:59Z,15.19631024,49.23220516,DCIM/plot_e_20250715092911158.jpg,DCIM/plot_n_20250715092922170.jpg,TRUE,55,5,1.2,1.2
13,BK,small,0.6–0.8,2,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,401_T2_AH_20250827,NA,NA,1,NA,NA,NA,1,1,Oplocenka,DCIM/context_n20250715093129057.jpg,DCIM/context_e20250715093123744.jpg,DCIM/context_s20250715093118303.jpg,DCIM/context_w20250715093112417.jpg,2025-07-15T09:29:59Z,15.19631024,49.23220516,DCIM/plot_e_20250715092911158.jpg,DCIM/plot_n_20250715092922170.jpg,TRUE,55,5,0.7,0.7
7,OL,small,0.4–0.6,1,NA,1,1,100,1,terminal,odumrety,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,401_T4_TP_20250827,1,1,NA,NA,1,NA,1,1,NA,DCIM/context_n20250515115236165.jpg,DCIM/context_e20250515115224564.jpg,DCIM/context_s20250515115209248.jpg,DCIM/context_w20250515115151165.jpg,2025-05-15T11:49:40Z,15.84522371,49.60451033,DCIM/plot_e_20250515114449351.jpg,DCIM/plot_n_20250515114501688.jpg,TRUE,12,5,0.5,0.5
28,VRX,small,0.2–0.4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,401_T4_TP_20250827,1,1,NA,NA,1,NA,1,1,NA,DCIM/context_n20250515115236165.jpg,DCIM/context_e20250515115224564.jpg,DCIM/context_s20250515115209248.jpg,DCIM/context_w20250515115151165.jpg,2025-05-15T11:49:40Z,15.84522371,49.60451033,DCIM/plot_e_20250515114449351.jpg,DCIM/plot_n_20250515114501688.jpg,TRUE,12,5,0.3,0.3
7,OL,small,0.4–0.6,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,402_T4_TP_20250827,NA,1,NA,NA,1,NA,1,1,NA,DCIM/context_n20250515120256921.jpg,DCIM/context_e20250515120243341.jpg,DCIM/context_s20250515120231058.jpg,DCIM/context_w20250515120216812.jpg,2025-05-15T12:00:37Z,15.84577228,49.60448414,DCIM/plot_e_20250515115849755.jpg,DCIM/plot_n_20250515115900670.jpg,TRUE,12,5,0.5,0.5
10,BR,small,0.8–1.0,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,403_T2_AH_20250827,NA,NA,1,NA,NA,1,NA,1,Oplocenka,DCIM/context_n20250715094104990.jpg,DCIM/context_e20250715094059644.jpg,DCIM/context_s20250715094054013.jpg,DCIM/context_w20250715094048801.jpg,2025-07-15T09:40:18Z,15.19603851,49.2322226,DCIM/plot_e_20250715093937746.jpg,DCIM/plot_n_20250715093945833.jpg,TRUE,55,5,0.9,0.9
18,SM,small,0.6–0.8,3,NA,1,2,66.66666666666666,1,terminal,chybajuci,1,2,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,403_T4_TP_20250827,NA,1,NA,NA,1,NA,NA,1,NA,DCIM/context_n20250515121111688.jpg,DCIM/context_e20250515121103168.jpg,DCIM/context_s20250515121053385.jpg,DCIM/context_w20250515121041263.jpg,2025-05-15T12:09:35Z,15.84550113,49.60433381,DCIM/plot_e_20250515120643994.jpg,DCIM/plot_n_20250515120659087.jpg,TRUE,12,5,0.7,0.7
13,BK,small,1.3–2.0,2,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,404_T2_AH_20250827,NA,NA,1,NA,NA,1,1,1,Oplocenka,DCIM/context_n20250715094912946.jpg,DCIM/context_e20250715094907414.jpg,DCIM/context_s20250715094900948.jpg,DCIM/context_w20250715094855420.jpg,2025-07-15T09:48:27Z,15.19601875,49.23204445,DCIM/plot_e_20250715094756409.jpg,DCIM/plot_n_20250715094802707.jpg,TRUE,55,5,1.7,1.7
18,SM,small,1.3–2.0,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,404_T4_TP_20250827,NA,1,NA,NA,NA,NA,1,1,NA,DCIM/context_n20250515124109259.jpg,DCIM/context_e20250515124100562.jpg,DCIM/context_s20250515124053777.jpg,DCIM/context_w20250515124046401.jpg,2025-05-15T12:39:13Z,15.84774339,49.6023996,DCIM/plot_e_20250515123751981.jpg,DCIM/plot_n_20250515123806146.jpg,TRUE,13,5,1.7,1.7
10,BR,small,1.0–1.3,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,405_T2_AH_20250827,NA,1,NA,NA,NA,1,1,0,NA,DCIM/context_n20250715095447632.jpg,DCIM/context_e20250715095439494.jpg,DCIM/context_s20250715095433213.jpg,DCIM/context_w20250715095423591.jpg,2025-07-15T09:53:48Z,15.19576766,49.2322342,DCIM/plot_e_20250715095249714.jpg,DCIM/plot_n_20250715095259354.jpg,TRUE,55,5,1.2,1.2
18,SM,small,0.6–0.8,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,405_T2_AH_20250827,NA,1,NA,NA,NA,1,1,0,NA,DCIM/context_n20250715095447632.jpg,DCIM/context_e20250715095439494.jpg,DCIM/context_s20250715095433213.jpg,DCIM/context_w20250715095423591.jpg,2025-07-15T09:53:48Z,15.19576766,49.2322342,DCIM/plot_e_20250715095249714.jpg,DCIM/plot_n_20250715095259354.jpg,TRUE,55,5,0.7,0.7
13,BK,advanced,2–4,1,NA,1,1,100,1,olistení,NA,NA,0,40-60,NA,1,80-100,NA,0,NA,NA,NA,NA,NA,NA,NA,405_T4_TP_20250827,NA,1,NA,NA,NA,NA,1,1,NA,DCIM/context_n20250515125626460.jpg,DCIM/context_e20250515125619884.jpg,DCIM/context_s20250515125612668.jpg,DCIM/context_w20250515125604242.jpg,2025-05-15T12:54:50Z,15.84771317,49.60222781,DCIM/plot_e_20250515124748888.jpg,DCIM/plot_n_20250515124802512.jpg,TRUE,13,5,3,3
13,BK,small,1.0–1.3,1,NA,1,1,100,1,olistení,NA,NA,0,0-20,NA,1,80-100,NA,0,NA,NA,NA,NA,NA,NA,NA,405_T4_TP_20250827,NA,1,NA,NA,NA,NA,1,1,NA,DCIM/context_n20250515125626460.jpg,DCIM/context_e20250515125619884.jpg,DCIM/context_s20250515125612668.jpg,DCIM/context_w20250515125604242.jpg,2025-05-15T12:54:50Z,15.84771317,49.60222781,DCIM/plot_e_20250515124748888.jpg,DCIM/plot_n_20250515124802512.jpg,TRUE,13,5,1.2,1.2
10,BR,advanced,2–4,1,NA,1,1,100,1,olistení,NA,NA,0,0-20,NA,1,40-60,NA,0,NA,NA,NA,NA,NA,NA,T2406PBR4,406_T2_AH_20250827,NA,1,NA,NA,NA,NA,1,0,NA,DCIM/context_n20250715102744512.jpg,DCIM/context_e20250715102738197.jpg,DCIM/context_s20250715102730094.jpg,DCIM/context_w20250715102724567.jpg,2025-07-15T10:26:38Z,15.138715,49.13136637,DCIM/plot_e_20250715102234801.jpg,DCIM/plot_n_20250715102243155.jpg,TRUE,56,5,3,3
10,BR,small,1.3–2.0,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,406_T2_AH_20250827,NA,1,NA,NA,NA,NA,1,0,NA,DCIM/context_n20250715102744512.jpg,DCIM/context_e20250715102738197.jpg,DCIM/context_s20250715102730094.jpg,DCIM/context_w20250715102724567.jpg,2025-07-15T10:26:38Z,15.138715,49.13136637,DCIM/plot_e_20250715102234801.jpg,DCIM/plot_n_20250715102243155.jpg,TRUE,56,5,1.7,1.7
19,BO,small,0.4–0.6,5,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,406_T2_AH_20250827,NA,1,NA,NA,NA,NA,1,0,NA,DCIM/context_n20250715102744512.jpg,DCIM/context_e20250715102738197.jpg,DCIM/context_s20250715102730094.jpg,DCIM/context_w20250715102724567.jpg,2025-07-15T10:26:38Z,15.138715,49.13136637,DCIM/plot_e_20250715102234801.jpg,DCIM/plot_n_20250715102243155.jpg,TRUE,56,5,0.5,0.5
19,BO,small,0.6–0.8,1,NA,1,1,100,1,olistení,NA,NA,0,0-20,NA,1,0-20,NA,0,NA,NA,NA,NA,NA,NA,NA,406_T4_TP_20250827,NA,1,NA,NA,1,NA,NA,0,NA,DCIM/context_n20250520085332081.jpg,DCIM/context_e20250520085317699.jpg,DCIM/context_s20250520085304574.jpg,DCIM/context_w20250520085252865.jpg,2025-05-20T08:51:07Z,15.79125634,49.82366166,DCIM/plot_e_20250520084444025.jpg,DCIM/plot_n_20250520084537639.jpg,TRUE,122,5,0.7,0.7
10,BR,small,1.3–2.0,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,406_T4_TP_20250827,NA,1,NA,NA,1,NA,NA,0,NA,DCIM/context_n20250520085332081.jpg,DCIM/context_e20250520085317699.jpg,DCIM/context_s20250520085304574.jpg,DCIM/context_w20250520085252865.jpg,2025-05-20T08:51:07Z,15.79125634,49.82366166,DCIM/plot_e_20250520084444025.jpg,DCIM/plot_n_20250520084537639.jpg,TRUE,122,5,1.7,1.7
18,SM,advanced,2–4,3,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,407_T2_AH_20250827,NA,1,NA,NA,NA,NA,NA,0,NA,DCIM/context_n20250715103540254.jpg,DCIM/context_e20250715103533439.jpg,DCIM/context_s20250715103507709.jpg,DCIM/context_w20250715103525069.jpg,2025-07-15T10:34:18Z,15.13869578,49.1311877,DCIM/plot_e_20250715103137888.jpg,DCIM/plot_n_20250715103123621.jpg,TRUE,56,5,3,3
18,SM,small,1.3–2.0,6,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,407_T2_AH_20250827,NA,1,NA,NA,NA,NA,NA,0,NA,DCIM/context_n20250715103540254.jpg,DCIM/context_e20250715103533439.jpg,DCIM/context_s20250715103507709.jpg,DCIM/context_w20250715103525069.jpg,2025-07-15T10:34:18Z,15.13869578,49.1311877,DCIM/plot_e_20250715103137888.jpg,DCIM/plot_n_20250715103123621.jpg,TRUE,56,5,1.7,1.7
10,BR,small,0.6–0.8,2,NA,1,2,100,1,olistení,NA,NA,0,0-20,2,3,0-20,NA,0,NA,NA,NA,NA,NA,NA,NA,407_T4_TP_20250827,NA,1,NA,NA,NA,NA,NA,0,NA,DCIM/context_n20250520090621633.jpg,DCIM/context_e20250520090612456.jpg,DCIM/context_s20250520090603796.jpg,DCIM/context_w20250520090554089.jpg,2025-05-20T09:04:31Z,15.79127847,49.82384313,DCIM/plot_e_20250520085855728.jpg,DCIM/plot_n_20250520090000920.jpg,TRUE,122,5,0.7,0.7
19,BO,small,0.6–0.8,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,407_T4_TP_20250827,NA,1,NA,NA,NA,NA,NA,0,NA,DCIM/context_n20250520090621633.jpg,DCIM/context_e20250520090612456.jpg,DCIM/context_s20250520090603796.jpg,DCIM/context_w20250520090554089.jpg,2025-05-20T09:04:31Z,15.79127847,49.82384313,DCIM/plot_e_20250520085855728.jpg,DCIM/plot_n_20250520090000920.jpg,TRUE,122,5,0.7,0.7
10,BR,advanced,2–4,1,NA,1,1,100,1,olistení,NA,NA,0,20-40,NA,1,20-40,NA,0,NA,NA,NA,NA,NA,NA,T2408PBR4,408_T2_AH_20250827,NA,1,NA,NA,NA,NA,NA,0,NA,DCIM/context_n20250715104337668.jpg,DCIM/context_e20250715104331870.jpg,DCIM/context_s20250715104325287.jpg,DCIM/context_w20250715104319557.jpg,2025-07-15T10:42:53Z,15.13867713,49.13100585,DCIM/plot_e_20250715103919429.jpg,DCIM/plot_n_20250715103931241.jpg,TRUE,56,5,3,3
18,SM,advanced,2–4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,408_T2_AH_20250827,NA,1,NA,NA,NA,NA,NA,0,NA,DCIM/context_n20250715104337668.jpg,DCIM/context_e20250715104331870.jpg,DCIM/context_s20250715104325287.jpg,DCIM/context_w20250715104319557.jpg,2025-07-15T10:42:53Z,15.13867713,49.13100585,DCIM/plot_e_20250715103919429.jpg,DCIM/plot_n_20250715103931241.jpg,TRUE,56,5,3,3
10,BR,small,0.2–0.4,2,NA,1,1,50,1,kmen,NA,NA,0,NA,NA,0,NA,stare,1,mechanizace,80-100,NA,NA,NA,NA,NA,408_T4_TP_20250827,NA,1,NA,NA,NA,NA,NA,0,Spadlá oplocenka,DCIM/context_n20250520092021946.jpg,DCIM/context_e20250520092014217.jpg,DCIM/context_s20250520092005602.jpg,DCIM/context_w20250520091952366.jpg,2025-05-20T09:18:14Z,15.79153353,49.82364889,DCIM/plot_e_20250520091313018.jpg,DCIM/plot_n_20250520091331155.jpg,TRUE,122,5,0.3,0.3
10,BR,advanced,2–4,1,NA,1,1,100,1,olistení,NA,NA,0,0-20,NA,1,20-40,NA,0,NA,NA,NA,NA,NA,NA,T2409PBR4,409_T2_AH_20250827,NA,1,NA,NA,NA,NA,1,0,NA,DCIM/context_n20250715105026866.jpg,DCIM/context_e20250715105018746.jpg,DCIM/context_s20250715105011513.jpg,DCIM/context_w20250715105005022.jpg,2025-07-15T10:49:40Z,15.13896532,49.13117366,DCIM/plot_e_20250715104627707.jpg,DCIM/plot_n_20250715104643110.jpg,TRUE,56,5,3,3
