species_id,species,vegtype,hgt,n,dbh,dmg_bool,celkovy_pocet_poskoz,percentage_damage,dmg_jedinec,dmg_type,dmg_terminal,dmg_term_similar,tot_dmg_terminal,dmg_foliage,dmg_foliage_similar,tot_dmg_foliage,dmg_foliage_leaf_int,dmg_stem,dmg_stem_numeric,dmg_stem_cause,dmg_stem_horizont,dmg_stem_vertical,dmg_stem_grass,dmg_term_sample,dmg_stem_sample,dmg_foliage_sample,subplot,stump,clear,grndwrk,logging_trail,windthrow,standing_deadwood,planting,anti_browsing,comments,photo_sur_n,photo_sur_e,photo_sur_s,photo_sur_w,time,x,y,photo_e,photo_n,naruseni,plot,n_plots,hgt_est,dbh_est
24,DB,small,0.2–0.4,1,NA,1,1,100,1,terminal,odumrety,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,T1101ODB1,NA,NA,101_T1_JC_20250717,0,1,1,0,NA,1,1,0,NA,DCIM/context_n20250201025308703.jpg,DCIM/context_e20250201025250938.jpg,DCIM/context_s20250201025241371.jpg,DCIM/context_w20250201025229936.jpg,2025-02-01T02:50:21Z,16.21327461,49.25692903,DCIM/plot_e_20250201024414792.jpg,DCIM/plot_n_20250201024433375.jpg,TRUE,1,5,0.3,0.3
18,SM,small,0.4–0.6,2,NA,1,1,50,1,terminal,odumrety,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,102_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Repelent,DCIM/context_n20250201030505207.jpg,DCIM/context_e20250201030456872.jpg,DCIM/context_s20250201030444708.jpg,DCIM/context_w20250201030432504.jpg,2025-02-01T03:03:45Z,16.21325491,49.2567525,DCIM/plot_e_20250201025738044.jpg,DCIM/plot_n_20250201025757978.jpg,TRUE,1,5,0.5,0.5
10,BR,small,1.3–2.0,1,NA,1,1,100,1,kmen,NA,NA,0,NA,NA,0,NA,stare,1,mechanizace,40-60,0-10,NA,NA,NA,NA,102_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Repelent,DCIM/context_n20250201030505207.jpg,DCIM/context_e20250201030456872.jpg,DCIM/context_s20250201030444708.jpg,DCIM/context_w20250201030432504.jpg,2025-02-01T03:03:45Z,16.21325491,49.2567525,DCIM/plot_e_20250201025738044.jpg,DCIM/plot_n_20250201025757978.jpg,TRUE,1,5,1.7,1.7
18,SM,small,0.8–1.0,2,NA,1,2,100,2,terminal,chybajuci,NA,1,NA,NA,0,NA,stare,1,mechanizace,80-100,NA,NA,Oznuto,NA,NA,103_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Repelent,DCIM/context_n20250201031345519.jpg,DCIM/context_e20250201031337269.jpg,DCIM/context_s20250201031329234.jpg,DCIM/context_w20250201031307401.jpg,2025-02-01T03:12:07Z,16.21300462,49.25694671,DCIM/plot_e_20250201030849577.jpg,DCIM/plot_n_20250201030856810.jpg,TRUE,1,5,0.9,0.9
10,BR,small,0.4–0.6,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,104_T1_JC_20250717,NA,1,1,NA,NA,1,1,0,NA,DCIM/context_n20250201031913243.jpg,DCIM/context_e20250201031903842.jpg,DCIM/context_s20250201031853092.jpg,DCIM/context_w20250201031838475.jpg,2025-02-01T03:17:56Z,16.2133019,49.25711115,DCIM/plot_e_20250201031635889.jpg,DCIM/plot_n_20250201031650439.jpg,TRUE,1,5,0.5,0.5
18,SM,small,0.2–0.4,1,NA,1,1,100,1,terminal,chybajuci,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,105_T1_JC_20250717,NA,1,1,NA,NA,NA,1,0,NA,DCIM/context_n20250201032926025.jpg,DCIM/context_e20250201032918609.jpg,DCIM/context_s20250201032909892.jpg,DCIM/context_w20250201032902224.jpg,2025-02-01T03:28:26Z,16.21355244,49.25691682,DCIM/plot_e_20250201032602202.jpg,DCIM/plot_n_20250201032610753.jpg,TRUE,1,5,0.3,0.3
18,SM,advanced,>4,3,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,108_T1_JC_20250717,NA,0,NA,NA,NA,NA,NA,0,NA,DCIM/context_n20250201040531763.jpg,DCIM/context_e20250201040523778.jpg,DCIM/context_s20250201040506379.jpg,DCIM/context_w20250201040457444.jpg,2025-02-01T04:04:17Z,16.22108316,49.25541685,DCIM/plot_e_20250201040102387.jpg,DCIM/plot_n_20250201040112537.jpg,TRUE,2,5,5,5
13,BK,small,1.0–1.3,3,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,109_T1_JC_20250717,NA,1,1,NA,NA,1,1,1,Oplocenka,DCIM/context_n20250201041704245.jpg,DCIM/context_e20250201041656279.jpg,DCIM/context_s20250201041645713.jpg,DCIM/context_w20250201041632345.jpg,2025-02-01T04:15:27Z,16.22162942,49.25538585,DCIM/plot_e_20250201041150254.jpg,DCIM/plot_n_20250201041215737.jpg,TRUE,2,5,1.2,1.2
30,JR,small,1.3–2.0,1,NA,1,1,100,1,terminal,chybajuci,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,110_T1_JC_20250717,NA,1,0,NA,NA,NA,1,0,NA,DCIM/context_n20250201042541841.jpg,DCIM/context_e20250201042534341.jpg,DCIM/context_s20250201042525390.jpg,DCIM/context_w20250201042516040.jpg,2025-02-01T04:24:29Z,16.22138181,49.25558003,DCIM/plot_e_20250201042204487.jpg,DCIM/plot_n_20250201042213285.jpg,TRUE,2,5,1.7,1.7
19,BO,small,1.3–2.0,3,NA,1,2,66.66666666666666,1,olistení,NA,NA,0,80-100,1,2,80-100,NA,0,NA,NA,NA,NA,NA,NA,T1111OBO4,111_T1_JC_20250717,NA,1,1,NA,NA,NA,0,0,NA,DCIM/context_n20250201052650072.jpg,DCIM/context_e20250201052641685.jpg,DCIM/context_s20250201052633549.jpg,DCIM/context_w20250201052616177.jpg,2025-02-01T05:24:57Z,16.32645108,49.19575448,DCIM/plot_e_20250201051907895.jpg,DCIM/plot_n_20250201051922080.jpg,TRUE,3,5,1.7,1.7
19,BO,advanced,>4,2,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,112_T1_JC_20250717,NA,1,NA,NA,NA,NA,NA,0,NA,DCIM/context_n20250201053730943.jpg,DCIM/context_e20250201053716759.jpg,DCIM/context_s20250201053708239.jpg,DCIM/context_w20250201053659652.jpg,2025-02-01T05:36:26Z,16.32647054,49.19593585,DCIM/plot_e_20250201053029531.jpg,DCIM/plot_n_20250201053042028.jpg,TRUE,3,5,5,5
19,BO,small,1.3–2.0,1,NA,1,1,100,1,kmen,zivy,NA,1,NA,NA,0,NA,stare,1,nejasna,20-40,0-10,NA,NA,NA,NA,112_T1_JC_20250717,NA,1,NA,NA,NA,NA,NA,0,NA,DCIM/context_n20250201053730943.jpg,DCIM/context_e20250201053716759.jpg,DCIM/context_s20250201053708239.jpg,DCIM/context_w20250201053659652.jpg,2025-02-01T05:36:26Z,16.32647054,49.19593585,DCIM/plot_e_20250201053029531.jpg,DCIM/plot_n_20250201053042028.jpg,TRUE,3,5,1.7,1.7
8,OL,advanced,2–4,1,NA,1,0,0,1,terminal,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,113_T1_JC_20250717,NA,1,0,NA,1,NA,NA,0,NA,DCIM/context_n20250201055217220.jpg,DCIM/context_e20250201055209336.jpg,DCIM/context_s20250201055159227.jpg,DCIM/context_w20250201055150740.jpg,2025-02-01T05:50:49Z,16.32620449,49.19594888,DCIM/plot_e_20250201054451633.jpg,DCIM/plot_n_20250201054513721.jpg,TRUE,3,5,3,3
19,BO,advanced,2–4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,115_T1_JC_20250717,NA,1,1,NA,NA,NA,NA,0,NA,DCIM/context_n20250201060408193.jpg,DCIM/context_e20250201060420606.jpg,DCIM/context_s20250201060351538.jpg,DCIM/context_w20250201060335765.jpg,2025-02-01T06:03:11Z,16.32649957,49.19611297,DCIM/plot_e_20250201060218746.jpg,DCIM/plot_n_20250201060231947.jpg,TRUE,3,5,3,3
24,DB,small,0.8–1.0,2,NA,1,2,100,1,olistení,NA,NA,0,0-20,1,2,0-20,NA,0,NA,NA,NA,NA,NA,NA,T1116O4,116_T1_JC_20250717,NA,1,NA,NA,NA,NA,1,1,Oplocenka,DCIM/context_n20250201065637241.jpg,DCIM/context_e20250201065630174.jpg,DCIM/context_s20250201065621404.jpg,DCIM/context_w20250201065609713.jpg,2025-02-01T06:54:57Z,16.33853001,49.1932686,DCIM/plot_e_20250201064902833.jpg,DCIM/plot_n_20250201064912710.jpg,TRUE,4,5,0.9,0.9
24,DB,small,0.6–0.8,4,NA,1,2,50,1,terminal,chybajuci,1,2,NA,NA,0,NA,NA,0,NA,NA,NA,NA,Okus zvěří,NA,NA,117_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Oplocenka,DCIM/context_n20250201070722774.jpg,DCIM/context_e20250201070715273.jpg,DCIM/context_s20250201070707320.jpg,DCIM/context_w20250201070643864.jpg,2025-02-01T07:06:05Z,16.33850534,49.19308808,DCIM/plot_e_20250201070157593.jpg,DCIM/plot_n_20250201070210924.jpg,TRUE,4,5,0.7,0.7
24,DB,small,0.8–1.0,4,NA,1,2,50,1,olistení,NA,NA,0,0-20,1,2,0-20,NA,0,NA,NA,NA,NA,NA,NA,T1118ODB4,118_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Opolocenka,DCIM/context_n20250201071644710.jpg,DCIM/context_e20250201071637071.jpg,DCIM/context_s20250201071629970.jpg,DCIM/context_w20250201071622820.jpg,2025-02-01T07:15:34Z,16.33825664,49.19328278,DCIM/plot_e_20250201071131270.jpg,DCIM/plot_n_20250201071143649.jpg,TRUE,4,5,0.9,0.9
24,DB,small,0.6–0.8,2,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,119_T1_JC_20250717,NA,1,0,NA,NA,NA,1,1,Oplocenka,DCIM/context_n20250201072540441.jpg,DCIM/context_e20250201072533592.jpg,DCIM/context_s20250201072527060.jpg,DCIM/context_w20250201072520376.jpg,2025-02-01T07:24:13Z,16.33880171,49.1932542,DCIM/plot_e_20250201072229650.jpg,DCIM/plot_n_20250201072257700.jpg,TRUE,4,5,0.7,0.7
24,DB,advanced,2–4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,120_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Oplocenka poškozená,DCIM/context_n20250201073836356.jpg,DCIM/context_e20250201073828935.jpg,DCIM/context_s20250201073813148.jpg,DCIM/context_w20250201073805629.jpg,2025-02-01T07:36:56Z,16.3385483,49.19344707,DCIM/plot_e_20250201073146971.jpg,DCIM/plot_n_20250201073203578.jpg,TRUE,4,5,3,3
24,DB,small,0.8–1.0,2,NA,1,2,100,1,olistení,NA,NA,0,40-60,1,2,40-60,NA,0,NA,NA,NA,NA,NA,NA,T1120ODB4,120_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Oplocenka poškozená,DCIM/context_n20250201073836356.jpg,DCIM/context_e20250201073828935.jpg,DCIM/context_s20250201073813148.jpg,DCIM/context_w20250201073805629.jpg,2025-02-01T07:36:56Z,16.3385483,49.19344707,DCIM/plot_e_20250201073146971.jpg,DCIM/plot_n_20250201073203578.jpg,TRUE,4,5,0.9,0.9
28,VRX,small,0.8–1.0,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,120_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Oplocenka poškozená,DCIM/context_n20250201073836356.jpg,DCIM/context_e20250201073828935.jpg,DCIM/context_s20250201073813148.jpg,DCIM/context_w20250201073805629.jpg,2025-02-01T07:36:56Z,16.3385483,49.19344707,DCIM/plot_e_20250201073146971.jpg,DCIM/plot_n_20250201073203578.jpg,TRUE,4,5,0.9,0.9
11,HB,mature,NA,1,10–20cm,1,1,100,1,kmen,NA,NA,0,NA,NA,0,NA,stare,1,mechanizace,0-20,>10,NA,NA,NA,NA,123_T1_JC_20250717,1,1,NA,NA,NA,NA,NA,0,NA,DCIM/context_n20250201090907074.jpg,DCIM/context_e20250201090856947.jpg,DCIM/context_s20250201090846422.jpg,DCIM/context_w20250201090837805.jpg,2025-02-01T09:08:02Z,16.44670087,49.21127397,DCIM/plot_e_20250201090456535.jpg,DCIM/plot_n_20250201090512457.jpg,TRUE,5,5,10,15
17,MD,advanced,2–4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,127_T1_JC_20250717,NA,1,NA,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208034304600.jpg,DCIM/context_e20250208034255011.jpg,DCIM/context_s20250208034246489.jpg,DCIM/context_w20250208034237050.jpg,2025-02-08T03:41:46Z,15.48871915,49.04735804,DCIM/plot_e_20250208034017833.jpg,DCIM/plot_n_20250208034037835.jpg,TRUE,6,5,3,3
10,BR,advanced,2–4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,127_T1_JC_20250717,NA,1,NA,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208034304600.jpg,DCIM/context_e20250208034255011.jpg,DCIM/context_s20250208034246489.jpg,DCIM/context_w20250208034237050.jpg,2025-02-08T03:41:46Z,15.48871915,49.04735804,DCIM/plot_e_20250208034017833.jpg,DCIM/plot_n_20250208034037835.jpg,TRUE,6,5,3,3
20,OS,advanced,>4,1,NA,1,1,100,1,kmen,NA,NA,0,NA,NA,0,NA,stare,1,nejasna,20-40,20-Oct,NA,NA,NA,NA,128_T1_JC_20250717,NA,1,NA,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208035454371.jpg,DCIM/context_e20250208035448038.jpg,DCIM/context_s20250208035441357.jpg,DCIM/context_w20250208035432670.jpg,2025-02-08T03:54:00Z,15.48874403,49.04754555,DCIM/plot_e_20250208034633569.jpg,DCIM/plot_n_20250208034645011.jpg,TRUE,6,5,5,5
19,BO,small,0.6–0.8,1,NA,1,1,100,1,kmen,NA,NA,0,NA,NA,0,NA,stare,1,zver,40-60,20-30,NA,NA,NA,NA,128_T1_JC_20250717,NA,1,NA,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208035454371.jpg,DCIM/context_e20250208035448038.jpg,DCIM/context_s20250208035441357.jpg,DCIM/context_w20250208035432670.jpg,2025-02-08T03:54:00Z,15.48874403,49.04754555,DCIM/plot_e_20250208034633569.jpg,DCIM/plot_n_20250208034645011.jpg,TRUE,6,5,0.7,0.7
17,MD,advanced,2–4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,129_T1_JC_20250717,NA,1,NA,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208040209063.jpg,DCIM/context_e20250208040203132.jpg,DCIM/context_s20250208040157101.jpg,DCIM/context_w20250208040150118.jpg,2025-02-08T04:01:22Z,15.48876393,49.04771871,DCIM/plot_e_20250208035656595.jpg,DCIM/plot_n_20250208035707404.jpg,TRUE,6,5,3,3
18,SM,advanced,2–4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,129_T1_JC_20250717,NA,1,NA,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208040209063.jpg,DCIM/context_e20250208040203132.jpg,DCIM/context_s20250208040157101.jpg,DCIM/context_w20250208040150118.jpg,2025-02-08T04:01:22Z,15.48876393,49.04771871,DCIM/plot_e_20250208035656595.jpg,DCIM/plot_n_20250208035707404.jpg,TRUE,6,5,3,3
18,SM,small,1.3–2.0,2,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,129_T1_JC_20250717,NA,1,NA,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208040209063.jpg,DCIM/context_e20250208040203132.jpg,DCIM/context_s20250208040157101.jpg,DCIM/context_w20250208040150118.jpg,2025-02-08T04:01:22Z,15.48876393,49.04771871,DCIM/plot_e_20250208035656595.jpg,DCIM/plot_n_20250208035707404.jpg,TRUE,6,5,1.7,1.7
30,JR,small,0.4–0.6,1,NA,1,1,100,1,terminal,chybajuci,0,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,129_T1_JC_20250717,NA,1,NA,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208040209063.jpg,DCIM/context_e20250208040203132.jpg,DCIM/context_s20250208040157101.jpg,DCIM/context_w20250208040150118.jpg,2025-02-08T04:01:22Z,15.48876393,49.04771871,DCIM/plot_e_20250208035656595.jpg,DCIM/plot_n_20250208035707404.jpg,TRUE,6,5,0.5,0.5
13,BK,small,0.8–1.0,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,130_T1_JC_20250717,NA,1,NA,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208040621954.jpg,DCIM/context_e20250208040614637.jpg,DCIM/context_s20250208040605497.jpg,DCIM/context_w20250208040556996.jpg,2025-02-08T04:05:32Z,15.48847198,49.04755246,DCIM/plot_e_20250208040353248.jpg,DCIM/plot_n_20250208040407362.jpg,TRUE,6,5,0.9,0.9
18,SM,small,0.6–0.8,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,130_T1_JC_20250717,NA,1,NA,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208040621954.jpg,DCIM/context_e20250208040614637.jpg,DCIM/context_s20250208040605497.jpg,DCIM/context_w20250208040556996.jpg,2025-02-08T04:05:32Z,15.48847198,49.04755246,DCIM/plot_e_20250208040353248.jpg,DCIM/plot_n_20250208040407362.jpg,TRUE,6,5,0.7,0.7
13,BK,small,1.0–1.3,4,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,131_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208042752431.jpg,DCIM/context_e20250208042744042.jpg,DCIM/context_s20250208042737293.jpg,DCIM/context_w20250208042729758.jpg,2025-02-08T04:26:56Z,15.50075879,49.04712859,DCIM/plot_e_20250208042506497.jpg,DCIM/plot_n_20250208042518744.jpg,TRUE,7,5,1.2,1.2
13,BK,small,1.0–1.3,3,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,132_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208043439974.jpg,DCIM/context_e20250208043428646.jpg,DCIM/context_s20250208043418574.jpg,DCIM/context_w20250208043409284.jpg,2025-02-08T04:33:43Z,15.50101416,49.04693632,DCIM/plot_e_20250208043126509.jpg,DCIM/plot_n_20250208043137637.jpg,TRUE,7,5,1.2,1.2
13,BK,small,1.0–1.3,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,133_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208043952641.jpg,DCIM/context_e20250208043943620.jpg,DCIM/context_s20250208043934164.jpg,DCIM/context_w20250208043925395.jpg,2025-02-08T04:38:49Z,15.50103296,49.04711693,DCIM/plot_e_20250208043650905.jpg,DCIM/plot_n_20250208043706393.jpg,TRUE,7,5,1.2,1.2
13,BK,small,0.8–1.0,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,135_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208045117335.jpg,DCIM/context_e20250208045108764.jpg,DCIM/context_s20250208045100111.jpg,DCIM/context_w20250208045051489.jpg,2025-02-08T04:50:28Z,15.50130494,49.04710462,DCIM/plot_e_20250208044853205.jpg,DCIM/plot_n_20250208044910495.jpg,TRUE,7,5,0.9,0.9
18,SM,advanced,>4,6,NA,1,1,16.666666666666664,2,kmen,NA,NA,0,NA,NA,0,NA,stare,1,zver,40-60,>30,NA,NA,NA,NA,136_T1_JC_20250717,NA,1,1,NA,NA,NA,1,0,NA,DCIM/context_n20250208053500201.jpg,DCIM/context_e20250208053454052.jpg,DCIM/context_s20250208053446184.jpg,DCIM/context_w20250208053437478.jpg,2025-02-08T05:33:56Z,15.57712428,49.04297767,DCIM/plot_e_20250208053007497.jpg,DCIM/plot_n_20250208053029416.jpg,TRUE,8,5,5,5
18,SM,advanced,>4,8,NA,1,1,12.5,2,kmen,NA,NA,0,NA,NA,0,NA,stare,1,zver,0-20,>10,NA,NA,NA,NA,137_T1_JC_20250717,1,1,1,NA,NA,NA,0,0,NA,DCIM/context_n20250208055033123.jpg,DCIM/context_e20250208055023534.jpg,DCIM/context_s20250208055016716.jpg,DCIM/context_w20250208055007126.jpg,2025-02-08T05:48:38Z,15.57714305,49.04316544,DCIM/plot_e_20250208054344792.jpg,DCIM/plot_n_20250208054359543.jpg,TRUE,8,5,5,5
18,SM,small,1.3–2.0,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,137_T1_JC_20250717,1,1,1,NA,NA,NA,0,0,NA,DCIM/context_n20250208055033123.jpg,DCIM/context_e20250208055023534.jpg,DCIM/context_s20250208055016716.jpg,DCIM/context_w20250208055007126.jpg,2025-02-08T05:48:38Z,15.57714305,49.04316544,DCIM/plot_e_20250208054344792.jpg,DCIM/plot_n_20250208054359543.jpg,TRUE,8,5,1.7,1.7
18,SM,advanced,>4,6,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,138_T1_JC_20250717,1,1,0,NA,NA,NA,NA,0,NA,DCIM/context_n20250208055746663.jpg,DCIM/context_e20250208055738845.jpg,DCIM/context_s20250208055732028.jpg,DCIM/context_w20250208055722608.jpg,2025-02-08T05:56:00Z,15.57687122,49.04317746,DCIM/plot_e_20250208055329862.jpg,DCIM/plot_n_20250208055340455.jpg,TRUE,8,5,5,5
17,MD,advanced,2–4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,138_T1_JC_20250717,1,1,0,NA,NA,NA,NA,0,NA,DCIM/context_n20250208055746663.jpg,DCIM/context_e20250208055738845.jpg,DCIM/context_s20250208055732028.jpg,DCIM/context_w20250208055722608.jpg,2025-02-08T05:56:00Z,15.57687122,49.04317746,DCIM/plot_e_20250208055329862.jpg,DCIM/plot_n_20250208055340455.jpg,TRUE,8,5,3,3
10,BR,advanced,2–4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,138_T1_JC_20250717,1,1,0,NA,NA,NA,NA,0,NA,DCIM/context_n20250208055746663.jpg,DCIM/context_e20250208055738845.jpg,DCIM/context_s20250208055732028.jpg,DCIM/context_w20250208055722608.jpg,2025-02-08T05:56:00Z,15.57687122,49.04317746,DCIM/plot_e_20250208055329862.jpg,DCIM/plot_n_20250208055340455.jpg,TRUE,8,5,3,3
35,ots1,advanced,2–4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,138_T1_JC_20250717,1,1,0,NA,NA,NA,NA,0,NA,DCIM/context_n20250208055746663.jpg,DCIM/context_e20250208055738845.jpg,DCIM/context_s20250208055732028.jpg,DCIM/context_w20250208055722608.jpg,2025-02-08T05:56:00Z,15.57687122,49.04317746,DCIM/plot_e_20250208055329862.jpg,DCIM/plot_n_20250208055340455.jpg,TRUE,8,5,3,3
18,SM,advanced,2–4,2,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,138_T1_JC_20250717,1,1,0,NA,NA,NA,NA,0,NA,DCIM/context_n20250208055746663.jpg,DCIM/context_e20250208055738845.jpg,DCIM/context_s20250208055732028.jpg,DCIM/context_w20250208055722608.jpg,2025-02-08T05:56:00Z,15.57687122,49.04317746,DCIM/plot_e_20250208055329862.jpg,DCIM/plot_n_20250208055340455.jpg,TRUE,8,5,3,3
18,SM,advanced,2–4,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,138_T1_JC_20250717,1,1,0,NA,NA,NA,NA,0,NA,DCIM/context_n20250208055746663.jpg,DCIM/context_e20250208055738845.jpg,DCIM/context_s20250208055732028.jpg,DCIM/context_w20250208055722608.jpg,2025-02-08T05:56:00Z,15.57687122,49.04317746,DCIM/plot_e_20250208055329862.jpg,DCIM/plot_n_20250208055340455.jpg,TRUE,8,5,3,3
18,SM,small,1.3–2.0,1,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,138_T1_JC_20250717,1,1,0,NA,NA,NA,NA,0,NA,DCIM/context_n20250208055746663.jpg,DCIM/context_e20250208055738845.jpg,DCIM/context_s20250208055732028.jpg,DCIM/context_w20250208055722608.jpg,2025-02-08T05:56:00Z,15.57687122,49.04317746,DCIM/plot_e_20250208055329862.jpg,DCIM/plot_n_20250208055340455.jpg,TRUE,8,5,1.7,1.7
18,SM,small,0.2–0.4,1,NA,1,1,100,1,terminal,odumrety,0,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,T1140OSM1,NA,NA,140_T1_JC_20250717,NA,1,NA,1,NA,NA,1,0,Zalesnění bývalé linky,DCIM/context_n20250208060925657.jpg,DCIM/context_e20250208060917621.jpg,DCIM/context_s20250208060909000.jpg,DCIM/context_w20250208060902318.jpg,2025-02-08T06:06:58Z,15.57741648,49.04314854,DCIM/plot_e_20250208060418919.jpg,DCIM/plot_n_20250208060425753.jpg,TRUE,8,5,0.3,0.3
24,DB,small,1.3–2.0,2,NA,1,2,100,1,olistení,NA,NA,0,0-20,1,2,0-20,NA,0,NA,NA,NA,NA,NA,NA,T1141ODB4,141_T1_JC_20250717,NA,1,1,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208063306824.jpg,DCIM/context_e20250208063255616.jpg,DCIM/context_s20250208063247645.jpg,DCIM/context_w20250208063240828.jpg,2025-02-08T06:32:04Z,15.58870637,49.0483573,DCIM/plot_e_20250208062754073.jpg,DCIM/plot_n_20250208062804364.jpg,TRUE,9,5,1.7,1.7
24,DB,small,1.0–1.3,1,NA,1,1,100,1,olistení,NA,NA,0,0-20,0,1,0-20,NA,0,NA,NA,NA,NA,NA,NA,Stejné poškození jako na ploše 141,142_T1_JC_20250717,1,1,1,NA,NA,NA,1,1,Oplocení,DCIM/context_n20250208064338726.jpg,DCIM/context_e20250208064329134.jpg,DCIM/context_s20250208064320365.jpg,DCIM/context_w20250208064312432.jpg,2025-02-08T06:42:27Z,15.58898255,49.04834368,DCIM/plot_e_20250208063817034.jpg,DCIM/plot_n_20250208063826490.jpg,TRUE,9,5,1.2,1.2
